;Distance,Distance based,Add Charge,BART Fare,2000 Fare
82200,3.39,80.8,84.19,12
82300,3.39,80.9,84.29,12
82400,3.39,81,84.39,12
82500,3.39,81.1,84.49,12
82600,3.39,81.2,84.59,12
82700,3.39,81.3,84.69,12
82800,3.39,81.4,84.79,12
82900,3.39,81.5,84.89,12
83000,3.39,81.6,84.99,12
83100,3.39,81.7,85.09,12
83200,3.39,81.8,85.19,12
83300,3.39,81.9,85.29,12
83400,3.39,82,85.39,12
83500,3.39,82.1,85.49,12
83600,3.39,82.2,85.59,12
83700,3.39,82.3,85.69,12
83800,3.39,82.4,85.79,12
83900,3.39,82.5,85.89,12
84000,3.39,82.6,85.99,12
84100,3.39,82.7,86.09,12
84200,3.39,82.8,86.19,12
84300,3.39,82.9,86.29,12
84400,3.39,83,86.39,12
84500,3.39,83.1,86.49,12
84600,3.39,83.2,86.59,12
84700,3.39,83.3,86.69,12
84800,3.39,83.4,86.79,12
84900,3.39,83.5,86.89,12
85000,3.39,83.6,86.99,12
85100,3.39,83.7,87.09,12
85200,3.39,83.8,87.19,12
85300,3.39,83.9,87.29,12
85400,3.39,84,87.39,12
85500,3.39,84.1,87.49,12
85600,3.39,84.2,87.59,12
85700,3.39,84.3,87.69,12
85800,3.39,84.4,87.79,12
85900,3.39,84.5,87.89,12
86000,3.39,84.6,87.99,12
86100,3.39,84.7,88.09,12
86200,3.39,84.8,88.19,12
86300,3.39,84.9,88.29,12
86400,3.39,85,88.39,12
86500,3.39,85.1,88.49,12
86600,3.39,85.2,88.59,12
86700,3.39,85.3,88.69,12
86800,3.39,85.4,88.79,12
86900,3.39,85.5,88.89,12
87000,3.39,85.6,88.99,12
87100,3.39,85.7,89.09,12
87200,3.39,85.8,89.19,12
87300,3.39,85.9,89.29,12
87400,3.39,86,89.39,12
87500,3.39,86.1,89.49,12
87600,3.39,86.2,89.59,12
87700,3.39,86.3,89.69,12
87800,3.39,86.4,89.79,12
87900,3.39,86.5,89.89,12
88000,3.39,86.6,89.99,12
88100,3.39,86.7,90.09,12
88200,3.39,86.8,90.19,12
88300,3.39,86.9,90.29,12
88400,3.39,87,90.39,12
88500,3.39,87.1,90.49,12
88600,3.39,87.2,90.59,12
88700,3.39,87.3,90.69,12
88800,3.39,87.4,90.79,12
88900,3.39,87.5,90.89,12
89000,3.39,87.6,90.99,12
89100,3.39,87.7,91.09,12
89200,3.39,87.8,91.19,12
89300,3.39,87.9,91.29,12
89400,3.39,88,91.39,12
89500,3.39,88.1,91.49,12
89600,3.39,88.2,91.59,12
89700,3.39,88.3,91.69,12
89800,3.39,88.4,91.79,12
89900,3.39,88.5,91.89,12
90000,3.39,88.6,91.99,12
90100,3.39,88.7,92.09,12
90200,3.39,88.8,92.19,12
90300,3.39,88.9,92.29,12
90400,3.39,89,92.39,12
90500,3.39,89.1,92.49,12
90600,3.39,89.2,92.59,12
90700,3.39,89.3,92.69,12
90800,3.39,89.4,92.79,12
90900,3.39,89.5,92.89,12
91000,3.39,89.6,92.99,12
91100,3.39,89.7,93.09,12
91200,3.39,89.8,93.19,12
91300,3.39,89.9,93.29,12
91400,3.39,90,93.39,12
91500,3.39,90.1,93.49,12
91600,3.39,90.2,93.59,12
91700,3.39,90.3,93.69,12
91800,3.39,90.4,93.79,12
91900,3.39,90.5,93.89,12
92000,3.39,90.6,93.99,12
92100,3.39,90.7,94.09,12
92200,3.39,90.8,94.19,12
92300,3.39,90.9,94.29,12
92400,3.39,91,94.39,12
92500,3.39,91.1,94.49,12
92600,3.39,91.2,94.59,12
92700,3.39,91.3,94.69,12
92800,3.39,91.4,94.79,12
92900,3.39,91.5,94.89,12
93000,3.39,91.6,94.99,12
93100,3.39,91.7,95.09,12
93200,3.39,91.8,95.19,12
93300,3.39,91.9,95.29,12
93400,3.39,92,95.39,12
93500,3.39,92.1,95.49,12
93600,3.39,92.2,95.59,12
93700,3.39,92.3,95.69,12
93800,3.39,92.4,95.79,12
93900,3.39,92.5,95.89,12
94000,3.39,92.6,95.99,12
94100,3.39,92.7,96.09,12
94200,3.39,92.8,96.19,12
94300,3.39,92.9,96.29,12
94400,3.39,93,96.39,12
94500,3.39,93.1,96.49,12
94600,3.39,93.2,96.59,12
94700,3.39,93.3,96.69,12
94800,3.39,93.4,96.79,12
94900,3.39,93.5,96.89,12
95000,3.39,93.6,96.99,12
95100,3.39,93.7,97.09,12
95200,3.39,93.8,97.19,12
95300,3.39,93.9,97.29,12
95400,3.39,94,97.39,12
95500,3.39,94.1,97.49,12
95600,3.39,94.2,97.59,12
95700,3.39,94.3,97.69,12
95800,3.39,94.4,97.79,12
95900,3.39,94.5,97.89,12
96000,3.39,94.6,97.99,12
96100,3.39,94.7,98.09,12
96200,3.39,94.8,98.19,12
96300,3.39,94.9,98.29,12
96400,3.39,95,98.39,12
96500,3.39,95.1,98.49,12
96600,3.39,95.2,98.59,12
96700,3.39,95.3,98.69,12
96800,3.39,95.4,98.79,12
96900,3.39,95.5,98.89,12
97000,3.39,95.6,98.99,12
97100,3.39,95.7,99.09,12
97200,3.39,95.8,99.19,12
97300,3.39,95.9,99.29,12
97400,3.39,96,99.39,12
97500,3.39,96.1,99.49,12
97600,3.39,96.2,99.59,12
97700,3.39,96.3,99.69,12
97800,3.39,96.4,99.79,12
97900,3.39,96.5,99.89,12
98000,3.39,96.6,99.99,12
98100,3.39,96.7,100.09,12
98200,3.39,96.8,100.19,12
98300,3.39,96.9,100.29,12
98400,3.39,97,100.39,12
98500,3.39,97.1,100.49,12
98600,3.39,97.2,100.59,12
98700,3.39,97.3,100.69,12
98800,3.39,97.4,100.79,12
98900,3.39,97.5,100.89,12
99000,3.39,97.6,100.99,12
99100,3.39,97.7,101.09,12
99200,3.39,97.8,101.19,12
99300,3.39,97.9,101.29,12
99400,3.39,98,101.39,12
99500,3.39,98.1,101.49,12
99600,3.39,98.2,101.59,12
99700,3.39,98.3,101.69,12
99800,3.39,98.4,101.79,12
99900,3.39,98.5,101.89,12
