ZONE,SD,COUNTY,telecommuteConstant,CALIB_ITER
363,8,3,-0.8,0
364,8,3,-0.8,0
365,8,3,-0.8,0
366,8,3,-0.8,0
367,8,3,-0.8,0
368,8,3,-0.8,0
369,8,3,-0.8,0
370,8,3,-0.8,0
371,8,3,-0.8,0
372,8,3,-0.8,0
373,8,3,-0.8,0
374,8,3,-0.8,0
375,8,3,-0.8,0
376,8,3,-0.8,0
377,8,3,-0.8,0
378,8,3,-0.8,0
379,8,3,-0.8,0
380,8,3,-0.8,0
381,8,3,-0.8,0
382,8,3,-0.8,0
383,8,3,-0.8,0
384,8,3,-0.8,0
385,8,3,-0.8,0
386,8,3,-0.8,0
387,8,3,-0.8,0
388,8,3,-0.8,0
389,8,3,-0.8,0
390,8,3,-0.8,0
391,9,3,-0.75,0
392,9,3,-0.75,0
393,9,3,-0.75,0
394,9,3,-0.75,0
395,9,3,-0.75,0
396,9,3,-0.75,0
397,9,3,-0.75,0
398,9,3,-0.75,0
399,9,3,-0.75,0
400,9,3,-0.75,0
401,9,3,-0.75,0
402,9,3,-0.75,0
403,9,3,-0.75,0
404,9,3,-0.75,0
405,9,3,-0.75,0
406,9,3,-0.75,0
407,9,3,-0.75,0
408,9,3,-0.75,0
409,9,3,-0.75,0
410,9,3,-0.75,0
411,9,3,-0.75,0
412,9,3,-0.75,0
413,9,3,-0.75,0
414,9,3,-0.75,0
415,9,3,-0.75,0
416,9,3,-0.75,0
417,9,3,-0.75,0
418,9,3,-0.75,0
419,9,3,-0.75,0
420,9,3,-0.75,0
421,9,3,-0.75,0
422,9,3,-0.75,0
423,9,3,-0.75,0
424,9,3,-0.75,0
425,9,3,-0.75,0
426,9,3,-0.75,0
427,9,3,-0.75,0
428,9,3,-0.75,0
429,9,3,-0.75,0
430,9,3,-0.75,0
431,9,3,-0.75,0
432,9,3,-0.75,0
433,9,3,-0.75,0
434,9,3,-0.75,0
435,9,3,-0.75,0
436,9,3,-0.75,0
437,9,3,-0.75,0
438,9,3,-0.75,0
439,9,3,-0.75,0
440,9,3,-0.75,0
441,9,3,-0.75,0
442,9,3,-0.75,0
443,9,3,-0.75,0
444,9,3,-0.75,0
445,9,3,-0.75,0
446,9,3,-0.75,0
447,9,3,-0.75,0
448,9,3,-0.75,0
449,9,3,-0.75,0
450,9,3,-0.75,0
451,9,3,-0.75,0
452,9,3,-0.75,0
453,9,3,-0.75,0
454,9,3,-0.75,0
455,9,3,-0.75,0
456,9,3,-0.75,0
457,9,3,-0.75,0
458,9,3,-0.75,0
459,9,3,-0.75,0
460,10,3,-0.75,0
461,10,3,-0.75,0
462,10,3,-0.75,0
463,10,3,-0.75,0
464,10,3,-0.75,0
465,10,3,-0.75,0
466,10,3,-0.75,0
467,10,3,-0.75,0
468,10,3,-0.75,0
469,10,3,-0.75,0
470,10,3,-0.75,0
471,10,3,-0.75,0
472,10,3,-0.75,0
473,10,3,-0.75,0
474,10,3,-0.75,0
475,10,3,-0.75,0
476,10,3,-0.75,0
477,10,3,-0.75,0
478,10,3,-0.75,0
479,10,3,-0.75,0
480,10,3,-0.75,0
481,10,3,-0.75,0
482,10,3,-0.75,0
483,10,3,-0.75,0
484,10,3,-0.75,0
485,10,3,-0.75,0
486,10,3,-0.75,0
487,10,3,-0.75,0
488,10,3,-0.75,0
489,10,3,-0.75,0
490,10,3,-0.75,0
491,10,3,-0.75,0
492,10,3,-0.75,0
493,10,3,-0.75,0
494,10,3,-0.75,0
495,10,3,-0.75,0
496,10,3,-0.75,0
497,10,3,-0.75,0
498,10,3,-0.75,0
499,10,3,-0.75,0
500,10,3,-0.75,0
501,10,3,-0.75,0
502,10,3,-0.75,0
503,10,3,-0.75,0
504,10,3,-0.75,0
505,10,3,-0.75,0
506,10,3,-0.75,0
507,10,3,-0.75,0
508,10,3,-0.75,0
509,10,3,-0.75,0
510,10,3,-0.75,0
511,10,3,-0.75,0
512,10,3,-0.75,0
513,10,3,-0.75,0
514,10,3,-0.75,0
515,10,3,-0.75,0
516,10,3,-0.75,0
517,10,3,-0.75,0
518,10,3,-0.75,0
519,10,3,-0.75,0
520,10,3,-0.75,0
521,10,3,-0.75,0
522,11,3,-0.75,0
523,11,3,-0.75,0
524,11,3,-0.75,0
525,11,3,-0.75,0
526,11,3,-0.75,0
527,11,3,-0.75,0
528,11,3,-0.75,0
529,11,3,-0.75,0
530,11,3,-0.75,0
531,11,3,-0.75,0
532,11,3,-0.75,0
533,11,3,-0.75,0
534,11,3,-0.75,0
535,11,3,-0.75,0
536,11,3,-0.75,0
537,11,3,-0.75,0
538,11,3,-0.75,0
539,11,3,-0.75,0
540,11,3,-0.75,0
541,11,3,-0.75,0
542,11,3,-0.75,0
543,11,3,-0.75,0
544,11,3,-0.75,0
545,11,3,-0.75,0
546,11,3,-0.75,0
547,11,3,-0.75,0
548,11,3,-0.75,0
549,11,3,-0.75,0
550,11,3,-0.75,0
551,11,3,-0.75,0
552,11,3,-0.75,0
553,11,3,-0.75,0
554,11,3,-0.75,0
555,11,3,-0.75,0
556,11,3,-0.75,0
557,11,3,-0.75,0
558,11,3,-0.75,0
559,11,3,-0.75,0
560,11,3,-0.75,0
561,11,3,-0.75,0
562,11,3,-0.75,0
563,11,3,-0.75,0
564,11,3,-0.75,0
565,11,3,-0.75,0
566,11,3,-0.75,0
567,11,3,-0.75,0
568,11,3,-0.75,0
569,11,3,-0.75,0
570,11,3,-0.75,0
571,11,3,-0.75,0
572,11,3,-0.75,0
573,11,3,-0.75,0
574,11,3,-0.75,0
575,11,3,-0.75,0
576,11,3,-0.75,0
577,11,3,-0.75,0
578,11,3,-0.75,0
579,11,3,-0.75,0
580,11,3,-0.75,0
581,12,3,-0.7,0
582,12,3,-0.7,0
583,12,3,-0.7,0
584,12,3,-0.7,0
585,12,3,-0.7,0
586,12,3,-0.7,0
587,12,3,-0.7,0
588,12,3,-0.7,0
589,12,3,-0.7,0
590,12,3,-0.7,0
591,12,3,-0.7,0
592,12,3,-0.7,0
593,12,3,-0.7,0
594,12,3,-0.7,0
595,12,3,-0.7,0
596,12,3,-0.7,0
597,12,3,-0.7,0
598,12,3,-0.7,0
599,12,3,-0.7,0
600,12,3,-0.7,0
601,12,3,-0.7,0
602,12,3,-0.7,0
603,12,3,-0.7,0
604,12,3,-0.7,0
605,12,3,-0.7,0
606,12,3,-0.7,0
607,12,3,-0.7,0
608,12,3,-0.7,0
609,12,3,-0.7,0
610,12,3,-0.7,0
611,12,3,-0.7,0
612,12,3,-0.7,0
613,12,3,-0.7,0
614,12,3,-0.7,0
615,12,3,-0.7,0
616,12,3,-0.7,0
617,12,3,-0.7,0
618,12,3,-0.7,0
619,12,3,-0.7,0
620,12,3,-0.7,0
621,12,3,-0.7,0
622,12,3,-0.7,0
623,12,3,-0.7,0
624,12,3,-0.7,0
625,12,3,-0.7,0
626,12,3,-0.7,0
627,12,3,-0.7,0
628,12,3,-0.7,0
629,12,3,-0.7,0
630,12,3,-0.7,0
631,12,3,-0.7,0
632,12,3,-0.7,0
633,12,3,-0.7,0
634,12,3,-0.7,0
635,12,3,-0.7,0
636,12,3,-0.7,0
637,12,3,-0.7,0
638,12,3,-0.7,0
639,12,3,-0.7,0
640,12,3,-0.7,0
641,12,3,-0.7,0
642,12,3,-0.7,0
643,12,3,-0.7,0
644,12,3,-0.7,0
645,12,3,-0.7,0
646,12,3,-0.7,0
647,12,3,-0.7,0
648,12,3,-0.7,0
649,12,3,-0.7,0
650,12,3,-0.7,0
651,12,3,-0.7,0
652,12,3,-0.7,0
653,12,3,-0.7,0
654,12,3,-0.7,0
655,12,3,-0.7,0
656,13,3,-0.7,0
657,13,3,-0.7,0
658,13,3,-0.7,0
659,13,3,-0.7,0
660,13,3,-0.7,0
661,13,3,-0.7,0
662,13,3,-0.7,0
663,13,3,-0.7,0
664,13,3,-0.7,0
665,13,3,-0.7,0
666,13,3,-0.7,0
667,13,3,-0.7,0
668,13,3,-0.7,0
669,13,3,-0.7,0
670,13,3,-0.7,0
671,13,3,-0.7,0
672,13,3,-0.7,0
673,13,3,-0.7,0
674,13,3,-0.7,0
675,13,3,-0.7,0
676,13,3,-0.7,0
677,13,3,-0.7,0
678,13,3,-0.7,0
679,13,3,-0.7,0
680,13,3,-0.7,0
681,13,3,-0.7,0
682,13,3,-0.7,0
683,13,3,-0.7,0
684,13,3,-0.7,0
685,13,3,-0.7,0
686,13,3,-0.7,0
687,13,3,-0.7,0
688,13,3,-0.7,0
689,13,3,-0.7,0
690,13,3,-0.7,0
691,13,3,-0.7,0
692,13,3,-0.7,0
693,13,3,-0.7,0
694,13,3,-0.7,0
695,13,3,-0.7,0
696,13,3,-0.7,0
697,14,3,-0.45,0
698,14,3,-0.45,0
699,14,3,-0.45,0
700,14,3,-0.45,0
701,14,3,-0.45,0
702,14,3,-0.45,0
703,14,3,-0.45,0
704,14,3,-0.45,0
705,14,3,-0.45,0
706,14,3,-0.45,0
707,14,3,-0.45,0
708,14,3,-0.45,0
709,14,3,-0.45,0
710,14,3,-0.45,0
711,14,3,-0.45,0
712,14,3,-0.45,0
713,14,3,-0.45,0
714,14,3,-0.45,0
715,15,4,-0.55,0
716,15,4,-0.55,0
717,15,4,-0.55,0
718,15,4,-0.55,0
719,15,4,-0.55,0
720,15,4,-0.55,0
721,15,4,-0.55,0
722,15,4,-0.55,0
723,15,4,-0.55,0
724,15,4,-0.55,0
725,15,4,-0.55,0
726,15,4,-0.55,0
727,15,4,-0.55,0
728,15,4,-0.55,0
729,15,4,-0.55,0
730,15,4,-0.55,0
731,15,4,-0.55,0
732,15,4,-0.55,0
733,15,4,-0.55,0
734,15,4,-0.55,0
735,15,4,-0.55,0
736,15,4,-0.55,0
737,15,4,-0.55,0
738,15,4,-0.55,0
739,15,4,-0.55,0
740,15,4,-0.55,0
741,15,4,-0.55,0
742,15,4,-0.55,0
743,15,4,-0.55,0
744,15,4,-0.55,0
745,15,4,-0.55,0
746,15,4,-0.55,0
747,16,4,-0.75,0
748,16,4,-0.75,0
749,16,4,-0.75,0
750,16,4,-0.75,0
751,16,4,-0.75,0
752,16,4,-0.75,0
753,16,4,-0.75,0
754,16,4,-0.75,0
755,16,4,-0.75,0
756,16,4,-0.75,0
757,16,4,-0.75,0
758,16,4,-0.75,0
759,16,4,-0.75,0
760,16,4,-0.75,0
761,16,4,-0.75,0
762,16,4,-0.75,0
763,16,4,-0.75,0
764,16,4,-0.75,0
765,16,4,-0.75,0
766,16,4,-0.75,0
767,16,4,-0.75,0
768,16,4,-0.75,0
769,16,4,-0.75,0
770,16,4,-0.75,0
771,16,4,-0.75,0
772,16,4,-0.75,0
773,16,4,-0.75,0
774,16,4,-0.75,0
775,16,4,-0.75,0
776,16,4,-0.75,0
777,16,4,-0.75,0
778,16,4,-0.75,0
779,16,4,-0.75,0
780,16,4,-0.75,0
781,16,4,-0.75,0
782,16,4,-0.75,0
783,16,4,-0.75,0
784,16,4,-0.75,0
785,16,4,-0.75,0
786,16,4,-0.75,0
787,16,4,-0.75,0
788,16,4,-0.75,0
789,16,4,-0.75,0
790,16,4,-0.75,0
791,16,4,-0.75,0
792,16,4,-0.75,0
793,16,4,-0.75,0
794,16,4,-0.75,0
795,16,4,-0.75,0
796,16,4,-0.75,0
797,16,4,-0.75,0
798,16,4,-0.75,0
799,16,4,-0.75,0
800,16,4,-0.75,0
801,16,4,-0.75,0
802,16,4,-0.75,0
803,16,4,-0.75,0
804,17,4,-0.8,0
805,17,4,-0.8,0
806,17,4,-0.8,0
807,17,4,-0.8,0
808,17,4,-0.8,0
809,17,4,-0.8,0
810,17,4,-0.8,0
811,17,4,-0.8,0
812,17,4,-0.8,0
813,17,4,-0.8,0
814,17,4,-0.8,0
815,17,4,-0.8,0
816,17,4,-0.8,0
817,17,4,-0.8,0
818,17,4,-0.8,0
819,17,4,-0.8,0
820,17,4,-0.8,0
821,17,4,-0.8,0
822,17,4,-0.8,0
823,17,4,-0.8,0
824,17,4,-0.8,0
825,17,4,-0.8,0
826,17,4,-0.8,0
827,17,4,-0.8,0
828,17,4,-0.8,0
829,17,4,-0.8,0
830,17,4,-0.8,0
831,17,4,-0.8,0
832,17,4,-0.8,0
833,17,4,-0.8,0
834,17,4,-0.8,0
835,17,4,-0.8,0
836,17,4,-0.8,0
837,17,4,-0.8,0
838,17,4,-0.8,0
839,17,4,-0.8,0
840,17,4,-0.8,0
841,17,4,-0.8,0
842,17,4,-0.8,0
843,17,4,-0.8,0
844,17,4,-0.8,0
845,17,4,-0.8,0
846,17,4,-0.8,0
847,17,4,-0.8,0
848,17,4,-0.8,0
849,17,4,-0.8,0
850,17,4,-0.8,0
851,17,4,-0.8,0
852,17,4,-0.8,0
853,17,4,-0.8,0
854,17,4,-0.8,0
855,17,4,-0.8,0
856,17,4,-0.8,0
857,17,4,-0.8,0
858,17,4,-0.8,0
859,17,4,-0.8,0
860,17,4,-0.8,0
861,17,4,-0.8,0
862,17,4,-0.8,0
863,17,4,-0.8,0
864,17,4,-0.8,0
865,17,4,-0.8,0
866,17,4,-0.8,0
867,17,4,-0.8,0
868,17,4,-0.8,0
869,17,4,-0.8,0
870,17,4,-0.8,0
871,17,4,-0.8,0
872,17,4,-0.8,0
873,17,4,-0.8,0
874,18,4,-0.75,0
875,18,4,-0.75,0
876,18,4,-0.75,0
877,18,4,-0.75,0
878,18,4,-0.75,0
879,18,4,-0.75,0
880,18,4,-0.75,0
881,18,4,-0.75,0
882,18,4,-0.75,0
883,18,4,-0.75,0
884,18,4,-0.75,0
885,18,4,-0.75,0
886,18,4,-0.75,0
887,18,4,-0.75,0
888,18,4,-0.75,0
889,18,4,-0.75,0
890,18,4,-0.75,0
891,18,4,-0.75,0
892,18,4,-0.75,0
893,18,4,-0.75,0
894,18,4,-0.75,0
895,18,4,-0.75,0
896,18,4,-0.75,0
897,18,4,-0.75,0
898,18,4,-0.75,0
899,18,4,-0.75,0
900,18,4,-0.75,0
901,18,4,-0.75,0
902,18,4,-0.75,0
903,18,4,-0.75,0
904,18,4,-0.75,0
905,18,4,-0.75,0
906,18,4,-0.75,0
907,18,4,-0.75,0
908,18,4,-0.75,0
909,18,4,-0.75,0
910,18,4,-0.75,0
911,18,4,-0.75,0
912,18,4,-0.75,0
913,18,4,-0.75,0
914,18,4,-0.75,0
915,18,4,-0.75,0
916,18,4,-0.75,0
917,18,4,-0.75,0
918,18,4,-0.75,0
919,18,4,-0.75,0
920,18,4,-0.75,0
921,18,4,-0.75,0
922,18,4,-0.75,0
923,18,4,-0.75,0
924,18,4,-0.75,0
925,18,4,-0.75,0
926,18,4,-0.75,0
927,18,4,-0.75,0
928,18,4,-0.75,0
929,18,4,-0.75,0
930,18,4,-0.75,0
931,18,4,-0.75,0
932,18,4,-0.75,0
933,18,4,-0.75,0
934,18,4,-0.75,0
935,18,4,-0.75,0
936,18,4,-0.75,0
937,18,4,-0.75,0
938,18,4,-0.75,0
939,18,4,-0.75,0
940,18,4,-0.75,0
941,18,4,-0.75,0
942,18,4,-0.75,0
943,18,4,-0.75,0
944,18,4,-0.75,0
945,18,4,-0.75,0
946,18,4,-0.75,0
947,18,4,-0.75,0
948,18,4,-0.75,0
949,18,4,-0.75,0
950,18,4,-0.75,0
951,18,4,-0.75,0
952,18,4,-0.75,0
953,18,4,-0.75,0
954,18,4,-0.75,0
955,18,4,-0.75,0
956,18,4,-0.75,0
957,18,4,-0.75,0
958,18,4,-0.75,0
959,18,4,-0.75,0
960,18,4,-0.75,0
961,18,4,-0.75,0
962,18,4,-0.75,0
963,18,4,-0.75,0
964,18,4,-0.75,0
965,18,4,-0.75,0
966,18,4,-0.75,0
967,18,4,-0.75,0
968,18,4,-0.75,0
969,18,4,-0.75,0
970,18,4,-0.75,0
971,18,4,-0.75,0
972,18,4,-0.75,0
973,18,4,-0.75,0
974,18,4,-0.75,0
975,18,4,-0.75,0
976,18,4,-0.75,0
977,18,4,-0.75,0
978,18,4,-0.75,0
979,18,4,-0.75,0
980,18,4,-0.75,0
981,18,4,-0.75,0
982,18,4,-0.75,0
983,18,4,-0.75,0
984,18,4,-0.75,0
985,18,4,-0.75,0
986,18,4,-0.75,0
987,18,4,-0.75,0
988,18,4,-0.75,0
989,18,4,-0.75,0
990,18,4,-0.75,0
991,19,4,-0.6,0
992,19,4,-0.6,0
993,19,4,-0.6,0
994,19,4,-0.6,0
995,19,4,-0.6,0
996,19,4,-0.6,0
997,19,4,-0.6,0
998,19,4,-0.6,0
999,19,4,-0.6,0
1000,19,4,-0.6,0
1001,19,4,-0.6,0
1002,19,4,-0.6,0
1003,19,4,-0.6,0
1004,19,4,-0.6,0
1005,19,4,-0.6,0
1006,19,4,-0.6,0
1007,19,4,-0.6,0
1008,19,4,-0.6,0
1009,19,4,-0.6,0
1010,19,4,-0.6,0
1011,19,4,-0.6,0
1012,19,4,-0.6,0
1013,19,4,-0.6,0
1014,19,4,-0.6,0
1015,19,4,-0.6,0
1016,19,4,-0.6,0
1017,19,4,-0.6,0
1018,19,4,-0.6,0
1019,19,4,-0.6,0
1020,19,4,-0.6,0
1021,19,4,-0.6,0
1022,19,4,-0.6,0
1023,19,4,-0.6,0
1024,19,4,-0.6,0
1025,19,4,-0.6,0
1026,19,4,-0.6,0
1027,19,4,-0.6,0
1028,19,4,-0.6,0
1029,19,4,-0.6,0
1030,19,4,-0.6,0
1031,19,4,-0.6,0
1032,19,4,-0.6,0
1033,19,4,-0.6,0
1034,19,4,-0.6,0
1035,19,4,-0.6,0
1036,19,4,-0.6,0
1037,19,4,-0.6,0
1038,19,4,-0.6,0
1039,19,4,-0.6,0
1040,20,5,-0.5,0
1041,20,5,-0.5,0
1042,20,5,-0.5,0
1043,20,5,-0.5,0
1044,20,5,-0.5,0
1045,20,5,-0.5,0
1046,20,5,-0.5,0
1047,20,5,-0.5,0
1048,20,5,-0.5,0
1049,20,5,-0.5,0
1050,20,5,-0.5,0
1051,20,5,-0.5,0
1052,20,5,-0.5,0
1053,20,5,-0.5,0
1054,20,5,-0.5,0
1055,20,5,-0.5,0
1056,20,5,-0.5,0
1057,20,5,-0.5,0
1058,20,5,-0.5,0
1059,20,5,-0.5,0
1060,20,5,-0.5,0
1061,20,5,-0.5,0
1062,20,5,-0.5,0
1063,20,5,-0.5,0
1064,20,5,-0.5,0
1065,20,5,-0.5,0
1066,20,5,-0.5,0
1067,20,5,-0.5,0
1068,20,5,-0.5,0
1069,20,5,-0.5,0
1070,20,5,-0.5,0
1071,20,5,-0.5,0
1072,20,5,-0.5,0
1073,20,5,-0.5,0
1074,20,5,-0.5,0
1075,20,5,-0.5,0
1076,20,5,-0.5,0
1077,20,5,-0.5,0
1078,20,5,-0.5,0
1079,20,5,-0.5,0
1080,20,5,-0.5,0
1081,20,5,-0.5,0
1082,20,5,-0.5,0
1083,20,5,-0.5,0
1084,20,5,-0.5,0
1085,20,5,-0.5,0
1086,20,5,-0.5,0
1087,20,5,-0.5,0
1088,20,5,-0.5,0
1089,20,5,-0.5,0
1090,20,5,-0.5,0
1091,21,5,-0.45,0
1092,21,5,-0.45,0
1093,21,5,-0.45,0
1094,21,5,-0.45,0
1095,21,5,-0.45,0
1096,21,5,-0.45,0
1097,21,5,-0.45,0
1098,21,5,-0.45,0
1099,21,5,-0.45,0
1100,21,5,-0.45,0
1101,21,5,-0.45,0
1102,21,5,-0.45,0
