"NAME","B25009_001E","B11002_001E","B23025_004E","B23025_006E","B19001_001E","B19001_002E","B19001_003E","B19001_004E","B19001_005E","B19001_006E","B19001_007E","B19001_008E","B19001_009E","B19001_010E","B19001_011E","B19001_012E","B19001_013E","B19001_014E","B19001_015E","B19001_016E","B19001_017E","B01001_003E","B01001_004E","B01001_005E","B01001_006E","B01001_007E","B01001_008E","B01001_009E","B01001_010E","B01001_011E","B01001_012E","B01001_013E","B01001_014E","B01001_015E","B01001_016E","B01001_017E","B01001_018E","B01001_019E","B01001_020E","B01001_021E","B01001_022E","B01001_023E","B01001_024E","B01001_025E","B01001_027E","B01001_028E","B01001_029E","B01001_030E","B01001_031E","state","county","tract","block group"
"Block Group 1, Census Tract 6083, San Mateo County, California",704,2024,1149,0,704,0,0,41,0,0,0,0,11,10,8,0,49,90,48,142,305,60,29,47,40,0,35,0,48,76,103,63,73,68,98,69,29,55,20,39,58,13,0,10,30,56,77,60,0,"06","081","608300","1"
"Block Group 1, Census Tract 6093, San Mateo County, California",534,1502,779,0,534,0,11,0,0,10,10,0,17,14,35,45,87,41,54,67,143,34,73,98,0,7,0,0,6,39,13,55,74,82,39,45,33,26,11,20,30,21,10,10,84,30,42,32,19,"06","081","609300","1"
"Block Group 2, Census Tract 6093, San Mateo County, California",684,2070,849,0,684,0,0,24,13,4,12,26,9,0,38,0,56,49,43,97,313,140,116,82,26,8,0,0,0,51,31,49,63,87,143,62,11,45,0,9,19,12,13,33,66,123,116,60,0,"06","081","609300","2"
"Block Group 2, Census Tract 6127, San Mateo County, California",426,1100,466,0,426,15,5,4,5,9,0,0,0,5,6,25,39,46,12,25,230,26,41,39,27,15,8,0,9,10,19,15,9,43,62,29,20,44,8,18,34,13,21,6,12,18,80,55,6,"06","081","612700","2"
"Block Group 1, Census Tract 6127, San Mateo County, California",346,1019,439,0,346,11,6,0,16,0,0,5,0,0,0,21,24,21,12,35,195,29,83,60,14,0,0,6,0,0,18,17,45,37,64,21,6,21,4,10,18,12,5,13,20,48,53,33,6,"06","081","612700","1"
"Block Group 3, Census Tract 6129, San Mateo County, California",327,1019,481,0,327,28,0,0,0,0,0,0,0,0,0,41,19,0,34,9,196,17,56,53,29,23,0,0,0,8,25,33,50,66,25,24,21,13,30,5,0,0,18,0,47,70,81,7,12,"06","081","612900","3"
"Block Group 1, Census Tract 6129, San Mateo County, California",587,1582,730,0,587,42,9,21,19,4,14,18,11,0,22,15,32,20,25,111,224,0,58,73,49,30,14,3,25,42,19,10,25,78,75,68,24,15,11,8,17,17,0,32,58,11,80,47,15,"06","081","612900","1"
"Block Group 2, Census Tract 6129, San Mateo County, California",247,683,387,0,247,0,0,0,0,0,0,0,0,0,17,7,22,0,0,31,170,9,25,28,10,0,0,0,8,0,9,11,53,0,36,22,15,22,18,9,0,0,15,0,20,59,25,15,13,"06","081","612900","2"
"Block Group 4, Census Tract 6129, San Mateo County, California",557,1251,530,0,557,7,21,39,26,14,8,21,0,0,27,19,29,96,20,115,115,16,85,65,0,17,0,0,18,0,0,15,55,31,29,67,0,17,0,36,21,10,28,19,0,8,67,27,24,"06","081","612900","4"
"Block Group 2, Census Tract 6133, San Mateo County, California",385,1198,527,0,385,25,11,0,5,0,10,6,0,0,11,6,31,20,32,27,201,0,57,64,29,9,0,0,36,33,29,21,34,43,33,45,23,10,11,9,15,22,17,22,17,60,69,14,5,"06","081","613300","2"
"Block Group 1, Census Tract 6133, San Mateo County, California",594,1729,724,0,594,9,11,0,0,9,21,0,10,5,10,27,44,0,16,39,393,39,26,43,27,45,23,0,0,11,12,54,0,59,60,109,22,47,32,65,28,93,9,26,38,86,40,49,6,"06","081","613300","1"
"Block Group 1, Census Tract 6136, San Mateo County, California",1034,2793,1427,0,1034,0,47,0,0,73,0,0,79,80,16,66,126,109,14,189,235,129,60,57,54,0,0,0,60,0,45,15,105,126,228,90,61,58,32,33,65,61,81,59,74,95,0,15,42,"06","081","613600","1"
"Block Group 4, Census Tract 6136, San Mateo County, California",304,1017,428,0,304,0,59,0,0,23,0,0,0,13,0,66,65,0,46,14,18,5,55,40,111,0,0,0,0,0,49,0,97,0,35,19,0,0,0,0,13,0,31,0,5,145,104,39,0,"06","081","613600","4"
"Block Group 2, Census Tract 6136, San Mateo County, California",589,2123,916,0,589,0,0,0,0,0,0,0,0,0,22,15,127,13,32,167,213,54,165,269,0,74,0,72,43,0,53,27,127,94,39,48,29,113,64,31,6,34,7,3,61,54,27,0,41,"06","081","613600","2"
"Block Group 3, Census Tract 6136, San Mateo County, California",361,764,371,18,361,22,13,0,0,0,0,0,0,0,16,41,84,0,28,48,109,12,13,0,25,0,0,0,0,37,0,24,0,67,32,14,0,64,27,28,0,0,0,16,6,0,0,0,0,"06","081","613600","3"
"Block Group 5, Census Tract 6087, San Mateo County, California",525,1595,668,0,525,0,18,0,12,0,38,0,0,0,37,12,11,51,47,61,238,58,129,13,21,0,0,0,43,0,61,84,53,57,88,23,8,9,30,37,23,4,34,7,88,47,56,18,0,"06","081","608700","5"
"Block Group 2, Census Tract 6087, San Mateo County, California",569,1416,819,0,569,14,41,0,0,0,0,36,41,0,40,35,66,96,77,23,100,19,0,40,19,25,0,0,46,34,83,114,62,35,36,0,50,0,18,85,14,22,10,30,109,0,21,19,0,"06","081","608700","2"
"Block Group 4, Census Tract 6087, San Mateo County, California",350,1048,673,0,350,0,0,0,0,17,0,0,13,0,0,33,15,11,30,32,199,41,26,89,38,63,33,25,30,0,0,63,0,77,46,20,0,0,27,13,11,0,0,24,0,25,82,36,110,"06","081","608700","4"
"Block Group 3, Census Tract 6087, San Mateo County, California",463,863,480,0,463,32,0,0,0,18,72,30,0,0,61,43,0,61,28,31,87,17,0,34,0,0,0,0,0,41,72,0,48,12,21,28,0,13,0,22,12,19,10,13,15,25,36,21,0,"06","081","608700","3"
"Block Group 1, Census Tract 6087, San Mateo County, California",772,1939,987,0,772,25,0,13,0,16,18,20,0,57,17,27,51,41,80,68,339,126,56,76,44,0,0,68,39,40,17,106,123,94,71,44,23,29,54,27,29,30,0,13,48,70,60,26,0,"06","081","608700","1"
"Block Group 2, Census Tract 6096.03, San Mateo County, California",526,1483,823,0,526,0,0,0,0,0,13,18,0,0,0,0,35,78,35,135,212,16,47,22,15,0,0,0,71,26,0,45,105,23,111,11,18,74,0,42,35,20,0,39,63,65,86,13,0,"06","081","609603","2"
"Block Group 3, Census Tract 6096.03, San Mateo County, California",531,1488,641,0,531,11,0,0,34,0,0,0,13,15,0,36,45,84,60,54,179,53,9,89,14,25,18,18,17,0,19,0,61,59,112,53,0,0,0,45,0,48,18,0,36,63,31,64,56,"06","081","609603","3"
"Block Group 4, Census Tract 6096.03, San Mateo County, California",233,515,245,0,233,17,0,0,0,0,0,0,0,0,13,0,44,48,38,0,73,0,19,0,0,0,0,0,0,0,0,0,48,0,37,54,0,0,0,0,0,33,0,0,0,50,0,11,0,"06","081","609603","4"
"Block Group 1, Census Tract 6096.03, San Mateo County, California",699,1476,968,0,699,0,16,0,19,0,0,0,48,0,0,53,47,63,58,119,276,48,11,19,30,31,0,8,15,88,69,55,76,84,37,47,49,42,19,20,0,27,0,7,61,68,2,6,46,"06","081","609603","1"
"Block Group 1, Census Tract 6119, San Mateo County, California",457,1376,839,0,457,39,0,22,65,0,0,61,12,29,59,0,68,34,17,30,21,53,88,0,63,0,0,0,41,77,81,13,51,145,111,105,0,0,0,0,0,0,0,0,14,19,59,18,0,"06","081","611900","1"
"Block Group 4, Census Tract 6119, San Mateo County, California",264,1316,658,0,264,0,0,0,0,28,0,0,0,46,5,34,90,14,26,0,21,0,28,0,43,0,18,36,0,121,0,66,14,108,68,0,20,0,0,5,57,0,17,0,17,0,52,25,16,"06","081","611900","4"
"Block Group 6, Census Tract 6119, San Mateo County, California",458,2065,1008,0,458,0,15,15,0,27,41,0,25,0,82,31,47,123,0,52,0,84,171,55,68,41,0,60,32,92,0,45,130,46,7,134,0,21,10,0,24,9,0,43,0,88,141,26,0,"06","081","611900","6"
"Block Group 2, Census Tract 6119, San Mateo County, California",396,1763,927,0,396,0,50,0,0,0,37,19,7,0,33,25,27,20,81,61,36,98,73,146,32,0,0,13,34,58,133,50,107,138,55,36,13,14,32,0,0,0,0,0,60,114,29,10,0,"06","081","611900","2"
"Block Group 5, Census Tract 6119, San Mateo County, California",744,2433,1272,0,744,87,63,11,0,0,19,10,91,14,77,49,25,0,55,69,174,90,146,28,44,0,0,0,88,88,149,26,39,175,20,102,8,18,42,22,40,22,8,0,131,132,146,0,14,"06","081","611900","5"
"Block Group 3, Census Tract 6119, San Mateo County, California",285,1037,634,0,285,30,0,0,0,25,0,40,0,0,21,13,56,32,13,55,0,0,16,33,71,63,0,0,59,19,30,15,18,136,32,35,0,0,15,0,13,0,0,0,0,0,25,38,54,"06","081","611900","3"
"Block Group 2, Census Tract 6128, San Mateo County, California",452,1540,656,0,452,7,0,0,0,9,10,9,0,11,0,38,21,40,18,44,245,66,105,84,11,12,0,0,19,32,12,35,73,78,67,19,8,42,7,15,11,56,26,0,18,156,94,10,0,"06","081","612800","2"
"Block Group 1, Census Tract 6128, San Mateo County, California",584,1870,752,0,584,0,0,0,0,0,8,0,0,0,17,75,18,19,59,57,331,24,114,110,29,0,0,33,21,20,42,24,75,79,56,98,10,13,27,25,64,14,10,25,87,65,132,8,8,"06","081","612800","1"
"Block Group 1, Census Tract 6018, San Mateo County, California",1146,3951,1919,0,1146,52,58,22,19,0,0,47,0,39,42,75,87,126,139,174,266,194,59,220,64,22,25,0,50,182,68,116,73,54,122,129,107,135,63,0,15,17,0,18,195,186,114,39,0,"06","081","601800","1"
"Block Group 2, Census Tract 6018, San Mateo County, California",904,3127,1560,0,904,63,16,0,32,0,0,0,46,49,17,62,177,85,77,176,104,77,81,0,21,26,0,0,70,146,59,138,79,119,59,172,19,61,67,143,41,0,32,62,148,87,76,46,0,"06","081","601800","2"
"Block Group 2, Census Tract 6008, San Mateo County, California",824,2142,1099,0,824,114,25,0,23,24,125,36,31,0,67,118,74,113,31,43,0,26,66,64,14,45,11,0,128,227,43,150,59,15,30,51,47,26,0,59,0,36,0,0,34,14,12,17,0,"06","081","600800","2"
"Block Group 3, Census Tract 6008, San Mateo County, California",887,1879,1193,0,887,48,11,62,21,0,138,33,108,16,44,118,101,60,66,38,23,11,11,16,20,32,3,0,171,154,61,30,16,0,90,0,0,22,0,39,0,0,0,0,18,0,30,0,250,"06","081","600800","3"
"Block Group 1, Census Tract 6008, San Mateo County, California",594,1848,955,0,594,0,0,0,18,62,47,67,109,53,53,71,45,0,63,6,0,47,0,66,0,42,0,7,70,80,76,34,28,107,57,0,9,21,0,16,0,45,18,51,14,170,156,52,0,"06","081","600800","1"
"Block Group 4, Census Tract 6008, San Mateo County, California",367,1273,699,0,367,15,30,30,0,0,14,0,13,12,0,38,87,54,33,28,13,30,42,12,28,43,69,0,14,32,71,93,58,20,32,15,17,0,0,40,0,24,13,0,17,39,71,12,12,"06","081","600800","4"
"Block Group 2, Census Tract 6012, San Mateo County, California",311,1009,474,0,311,24,30,0,17,0,16,0,7,15,0,0,55,30,52,56,9,18,10,0,26,0,0,0,0,32,26,66,32,64,0,0,0,48,0,24,42,23,9,0,0,0,64,0,19,"06","081","601200","2"
"Block Group 4, Census Tract 6012, San Mateo County, California",530,1573,1031,0,530,0,0,0,0,48,0,0,33,0,24,9,21,138,67,93,97,0,92,0,0,0,0,41,28,64,107,57,0,83,39,37,31,30,13,48,0,0,15,0,24,24,52,63,0,"06","081","601200","4"
"Block Group 1, Census Tract 6012, San Mateo County, California",758,2483,1587,28,758,15,16,15,119,16,26,0,11,20,121,13,116,70,88,23,89,73,100,56,17,0,0,116,31,63,227,234,59,85,37,73,38,13,16,0,0,25,8,10,48,92,0,49,0,"06","081","601200","1"
"Block Group 3, Census Tract 6012, San Mateo County, California",505,1510,769,0,505,16,16,0,59,0,11,26,19,0,74,67,30,92,32,19,44,0,60,0,0,49,32,35,26,129,105,14,0,59,119,47,47,57,38,18,4,16,0,0,35,0,0,41,0,"06","081","601200","3"
"Block Group 3, Census Tract 6026, San Mateo County, California",751,2214,1347,0,751,15,0,45,35,13,0,20,12,40,18,15,60,152,58,132,136,49,19,77,68,0,54,0,64,80,97,96,141,48,42,129,33,18,35,23,49,56,0,16,50,63,0,50,31,"06","081","602600","3"
"Block Group 4, Census Tract 6026, San Mateo County, California",705,1983,1128,0,705,14,0,0,0,27,14,15,0,35,0,57,106,138,172,64,63,40,35,37,41,0,18,0,0,17,174,16,121,28,48,63,75,73,28,36,28,14,0,13,16,17,91,0,0,"06","081","602600","4"
"Block Group 1, Census Tract 6026, San Mateo County, California",349,1030,634,0,349,0,0,0,14,0,0,0,15,17,36,33,67,84,30,0,53,29,19,31,27,0,0,0,18,24,65,52,50,35,13,52,20,0,1,22,0,18,0,0,31,16,59,0,15,"06","081","602600","1"
"Block Group 2, Census Tract 6026, San Mateo County, California",846,2785,1583,0,846,0,0,32,12,10,39,35,26,63,39,100,70,83,50,177,110,36,130,84,51,64,0,0,66,20,195,115,79,74,52,79,77,14,88,18,61,29,54,0,21,128,21,0,16,"06","081","602600","2"
"Block Group 2, Census Tract 6031, San Mateo County, California",516,1250,714,0,516,8,15,0,49,6,0,17,7,7,0,23,26,74,105,48,131,36,21,40,21,0,0,0,22,17,41,22,39,72,59,21,13,48,17,0,21,17,22,0,17,27,8,0,0,"06","081","603100","2"
"Block Group 1, Census Tract 6031, San Mateo County, California",709,2150,1177,0,709,7,19,0,0,29,8,13,7,23,17,86,104,96,55,111,134,115,63,108,15,19,0,17,13,44,22,30,65,94,74,176,77,71,16,31,18,26,8,8,50,46,68,85,32,"06","081","603100","1"
"Block Group 3, Census Tract 6045, San Mateo County, California",813,2119,897,0,813,24,0,15,66,7,35,36,10,36,36,23,102,76,32,115,200,28,164,44,0,18,0,0,0,51,32,56,93,68,79,59,20,40,2,42,98,30,30,102,35,37,91,11,42,"06","081","604500","3"
"Block Group 1, Census Tract 6045, San Mateo County, California",231,685,313,0,231,0,16,0,0,38,0,0,8,0,17,8,22,0,12,15,95,75,53,0,11,30,0,0,0,29,0,43,42,10,12,12,0,31,0,11,24,0,0,0,10,25,0,17,0,"06","081","604500","1"
"Block Group 2, Census Tract 6045, San Mateo County, California",296,927,541,0,296,0,9,0,0,0,0,8,33,0,0,10,8,40,38,69,81,9,10,41,0,0,0,0,18,87,17,10,22,0,30,43,72,20,27,25,29,10,0,0,0,17,8,18,45,"06","081","604500","2"
"Block Group 1, Census Tract 6060, San Mateo County, California",1314,2568,1296,0,1314,38,122,108,45,43,62,33,38,20,76,145,136,76,56,122,194,71,0,64,31,11,0,72,0,12,121,120,57,208,102,125,35,37,14,18,43,0,55,15,51,133,30,0,0,"06","081","606000","1"
"Block Group 2, Census Tract 6060, San Mateo County, California",847,2762,1368,0,847,27,13,20,0,12,32,50,21,0,19,144,259,78,68,53,51,173,107,180,0,15,31,0,32,141,70,191,71,238,30,0,24,0,61,7,11,0,6,0,37,110,142,192,18,"06","081","606000","2"
"Block Group 1, Census Tract 6067, San Mateo County, California",284,737,276,0,284,13,13,0,0,0,13,9,0,0,32,0,32,31,14,11,116,35,24,28,18,8,0,0,8,0,6,13,19,25,45,35,0,19,26,11,9,0,14,33,15,11,14,19,0,"06","081","606700","1"
"Block Group 2, Census Tract 6067, San Mateo County, California",715,1765,986,0,715,6,13,6,7,0,6,0,2,17,12,37,95,105,80,100,229,36,85,40,4,8,8,4,10,51,58,65,93,68,34,87,35,32,11,23,64,34,17,31,76,45,54,22,3,"06","081","606700","2"
"Block Group 2, Census Tract 6070, San Mateo County, California",1082,2812,1440,0,1082,31,0,0,14,44,19,28,8,13,11,76,135,98,65,107,433,92,90,28,29,33,12,11,29,25,50,104,103,98,121,145,0,94,43,35,59,19,63,17,69,96,82,61,47,"06","081","607000","2"
"Block Group 1, Census Tract 6070, San Mateo County, California",330,685,397,0,330,17,10,7,10,0,12,0,0,41,14,10,31,24,54,62,38,33,0,15,7,0,0,19,0,13,14,13,67,17,38,29,10,18,10,7,0,38,12,0,26,14,10,10,0,"06","081","607000","1"
"Block Group 2, Census Tract 6071, San Mateo County, California",356,1090,461,0,356,0,0,0,0,0,0,9,21,0,0,29,31,26,6,26,208,61,70,24,18,51,0,0,0,0,33,30,37,46,53,22,13,22,15,0,36,8,9,0,52,39,18,30,0,"06","081","607100","2"
"Block Group 1, Census Tract 6071, San Mateo County, California",313,729,360,0,313,11,0,22,12,0,12,9,0,0,10,12,50,29,12,14,120,16,42,6,13,0,0,0,0,0,13,50,28,22,23,0,12,7,6,0,10,33,10,23,10,32,10,9,14,"06","081","607100","1"
"Block Group 3, Census Tract 6071, San Mateo County, California",402,1276,570,0,402,20,0,0,11,0,28,21,0,9,11,68,21,24,9,75,105,58,18,50,39,0,0,0,11,10,10,98,41,39,68,44,8,24,9,9,28,0,22,11,63,24,70,27,11,"06","081","607100","3"
"Block Group 1, Census Tract 6075, San Mateo County, California",1679,4404,2483,0,1679,23,8,52,52,20,63,30,17,86,79,126,145,339,142,225,272,175,179,112,108,49,7,11,94,164,245,221,243,135,138,64,40,60,18,21,42,7,19,15,202,122,132,45,0,"06","081","607500","1"
"Block Group 1, Census Tract 6077.01, San Mateo County, California",550,1415,1040,0,550,12,0,22,9,0,11,12,47,0,49,74,71,35,112,36,60,42,0,0,38,50,0,20,42,77,89,66,78,36,12,78,39,22,10,3,13,0,0,0,42,25,22,10,82,"06","081","607701","1"
"Block Group 2, Census Tract 6077.01, San Mateo County, California",222,1000,407,0,222,0,0,0,0,0,12,31,10,0,0,8,7,73,47,29,5,17,116,0,0,0,62,35,15,42,16,55,0,71,10,13,4,44,0,6,20,12,0,11,6,47,30,51,37,"06","081","607701","2"
"Block Group 3, Census Tract 6077.01, San Mateo County, California",448,1710,929,0,448,0,0,0,20,42,0,11,9,0,39,11,89,61,61,48,57,42,72,45,86,5,21,0,21,126,0,101,67,24,40,28,0,55,0,0,34,0,12,12,98,50,127,0,0,"06","081","607701","3"
"Block Group 2, Census Tract 6078, San Mateo County, California",518,1829,1107,0,518,28,0,0,16,23,12,6,5,9,26,70,68,37,54,51,113,128,71,34,8,18,0,15,29,79,89,84,83,64,55,138,11,11,44,27,8,19,16,16,26,54,40,5,0,"06","081","607800","2"
"Block Group 1, Census Tract 6078, San Mateo County, California",481,1441,737,0,481,6,16,10,0,18,12,6,5,32,34,52,56,53,24,51,106,28,42,51,48,40,8,21,7,34,40,22,53,105,37,60,8,12,6,13,34,23,13,18,60,33,41,29,9,"06","081","607800","1"
"Block Group 3, Census Tract 6080.02, San Mateo County, California",261,716,334,0,261,10,12,4,0,0,0,0,14,0,11,6,8,36,11,23,126,16,19,22,15,13,0,0,0,11,23,38,35,7,16,48,12,0,6,15,0,10,10,12,76,14,15,23,17,"06","081","608002","3"
"Block Group 2, Census Tract 6080.02, San Mateo County, California",312,826,374,0,312,8,0,8,0,31,0,0,0,0,10,0,36,31,17,25,146,10,0,50,22,0,0,0,15,0,16,18,49,19,22,34,12,26,11,33,27,9,0,0,11,36,56,0,0,"06","081","608002","2"
"Block Group 1, Census Tract 6080.02, San Mateo County, California",772,1996,980,0,772,0,0,10,10,19,18,11,11,0,52,51,51,27,119,127,266,47,83,70,26,23,0,0,0,60,45,41,83,121,33,55,38,42,34,69,34,46,17,43,55,16,50,53,18,"06","081","608002","1"
"Block Group 3, Census Tract 6080.13, San Mateo County, California",338,880,482,0,338,0,0,0,0,0,33,0,0,0,0,9,38,50,21,84,103,46,26,9,9,0,0,0,0,13,30,82,44,20,42,42,0,10,0,0,0,9,9,11,96,61,28,0,0,"06","081","608013","3"
"Block Group 2, Census Tract 6080.13, San Mateo County, California",412,1078,627,0,412,10,0,0,0,0,11,0,0,0,7,10,72,62,27,79,134,35,14,18,0,55,0,0,12,26,67,45,28,80,26,49,21,21,0,9,0,12,0,0,32,17,33,76,0,"06","081","608013","2"
"Block Group 1, Census Tract 6080.13, San Mateo County, California",882,2224,1048,0,882,28,0,10,10,11,0,44,0,12,37,48,108,83,119,98,274,79,44,58,61,10,27,0,36,67,20,73,49,63,121,155,29,41,21,19,41,64,25,20,22,34,53,50,33,"06","081","608013","1"
"Block Group 1, Census Tract 6096.02, San Mateo County, California",668,1801,859,0,668,17,38,5,6,12,12,18,7,13,32,42,42,52,40,76,256,45,70,38,40,20,4,0,6,55,29,31,33,123,72,50,29,39,36,33,21,54,10,27,66,75,46,18,10,"06","081","609602","1"
"Block Group 2, Census Tract 6100, San Mateo County, California",402,1071,668,0,402,20,0,0,0,18,9,10,11,30,0,0,39,24,30,11,200,15,27,12,22,15,2,0,14,13,45,0,71,27,38,71,11,87,18,11,9,2,29,0,16,17,21,21,0,"06","081","610000","2"
"Block Group 1, Census Tract 6100, San Mateo County, California",1020,2064,1290,0,1020,56,20,40,27,10,42,36,19,28,68,32,176,107,75,155,129,80,30,68,7,0,0,0,20,114,113,129,51,61,51,58,25,11,25,39,13,0,0,11,35,17,58,31,0,"06","081","610000","1"
"Block Group 3, Census Tract 6100, San Mateo County, California",641,1601,1032,0,641,0,0,33,39,0,0,35,17,45,20,73,57,74,23,62,163,38,44,48,7,0,9,0,16,82,84,41,58,51,142,35,31,13,11,0,33,0,15,18,48,30,72,45,11,"06","081","610000","3"
"Block Group 1, Census Tract 6105, San Mateo County, California",379,1143,502,0,379,38,9,78,50,0,54,0,10,21,28,30,38,0,23,0,0,46,55,31,53,0,0,0,0,91,45,55,44,17,98,19,29,0,41,0,10,8,0,0,54,30,81,46,24,"06","081","610500","1"
"Block Group 3, Census Tract 6105, San Mateo County, California",119,568,306,0,119,0,0,9,0,0,19,0,0,9,0,21,8,20,29,0,4,70,0,3,4,0,0,0,0,5,12,29,48,5,23,0,9,0,0,0,0,3,15,0,50,65,10,0,46,"06","081","610500","3"
"Block Group 4, Census Tract 6105, San Mateo County, California",507,1595,1011,0,507,16,15,0,9,42,62,29,12,0,24,22,38,63,57,58,60,39,4,25,33,35,0,0,35,115,72,69,68,26,75,80,31,49,12,0,11,11,8,0,32,42,30,48,33,"06","081","610500","4"
"Block Group 2, Census Tract 6105, San Mateo County, California",361,1914,904,0,361,0,0,0,0,2,0,36,15,20,48,87,85,33,10,12,13,82,71,205,36,21,0,0,14,142,181,40,27,69,82,79,0,12,0,0,16,8,0,0,58,87,27,94,18,"06","081","610500","2"
"Block Group 2, Census Tract 6106.01, San Mateo County, California",602,1521,969,0,602,0,21,32,48,35,0,19,37,6,38,0,117,69,45,31,104,43,89,36,8,8,0,0,0,102,64,13,174,123,27,38,23,26,1,0,9,26,0,0,57,0,67,22,27,"06","081","610601","2"
"Block Group 1, Census Tract 6106.01, San Mateo County, California",573,2697,1325,0,573,0,56,27,48,64,35,24,34,0,27,16,94,39,12,39,58,188,132,115,46,12,35,0,7,88,107,102,165,33,126,107,14,29,48,16,0,0,22,0,147,64,89,123,17,"06","081","610601","1"
"Block Group 3, Census Tract 6106.01, San Mateo County, California",470,1891,940,0,470,13,8,26,79,22,0,45,10,0,59,50,96,62,0,0,0,64,68,85,31,36,0,28,7,71,120,19,125,129,64,32,8,0,0,31,0,0,0,0,45,44,28,109,44,"06","081","610601","3"
"Block Group 2, Census Tract 6110, San Mateo County, California",441,1104,663,0,441,0,0,0,18,0,14,15,0,0,0,85,12,42,0,79,176,113,0,18,19,0,19,0,0,14,45,0,52,20,32,61,55,40,13,0,37,0,0,0,19,0,0,22,0,"06","081","611000","2"
"Block Group 4, Census Tract 6110, San Mateo County, California",944,2347,1378,0,944,16,20,40,42,31,0,0,12,17,57,146,118,111,123,122,89,35,70,21,30,0,0,64,17,257,84,69,117,27,99,15,17,18,21,13,89,0,0,11,123,59,36,34,0,"06","081","611000","4"
"Block Group 1, Census Tract 6110, San Mateo County, California",553,1732,994,0,553,0,0,0,0,32,0,0,0,0,0,79,127,59,43,117,96,0,16,50,62,19,0,0,21,44,36,53,132,155,58,66,0,0,16,31,7,0,0,0,91,187,55,0,23,"06","081","611000","1"
"Block Group 3, Census Tract 6110, San Mateo County, California",415,1285,572,0,415,0,0,0,45,15,0,0,30,0,0,20,68,31,73,27,106,106,74,13,0,7,0,29,47,35,32,14,42,9,102,75,13,33,0,25,0,37,0,0,81,22,0,43,12,"06","081","611000","3"
"Block Group 1, Census Tract 6112, San Mateo County, California",1061,2844,1488,0,1061,31,10,0,29,21,10,32,14,6,50,85,85,56,102,254,276,81,206,101,28,37,29,39,15,79,98,121,112,132,108,133,32,55,9,13,50,27,14,13,72,48,65,25,30,"06","081","611200","1"
"Block Group 3, Census Tract 6113, San Mateo County, California",232,575,264,0,232,8,0,8,9,0,8,0,0,8,25,8,17,16,22,41,62,17,0,0,10,18,0,24,17,28,21,16,39,9,31,14,16,0,9,0,26,0,9,10,17,10,0,9,10,"06","081","611300","3"
"Block Group 4, Census Tract 6113, San Mateo County, California",508,1327,705,0,508,28,0,10,0,0,0,21,19,16,8,25,70,39,49,52,171,89,83,23,12,0,13,0,14,36,55,15,63,32,46,34,7,8,7,34,55,0,17,30,48,15,15,23,0,"06","081","611300","4"
"Block Group 2, Census Tract 6113, San Mateo County, California",680,1845,929,0,680,22,0,11,10,26,0,39,8,17,69,47,88,60,34,49,200,38,41,52,38,58,10,0,30,12,90,25,23,56,35,113,5,20,17,42,8,9,0,27,68,77,31,60,0,"06","081","611300","2"
"Block Group 1, Census Tract 6113, San Mateo County, California",551,1561,850,0,551,7,0,22,8,0,7,9,16,0,0,37,43,57,67,136,142,58,104,9,15,9,0,0,22,60,40,26,123,112,33,60,27,27,0,25,8,24,8,8,73,47,50,62,8,"06","081","611300","1"
"Block Group 3, Census Tract 6121, San Mateo County, California",636,1911,955,24,636,76,15,0,0,9,0,6,73,60,11,105,49,104,55,53,20,121,117,0,26,83,53,29,0,107,108,86,10,103,0,0,0,41,11,0,9,40,0,0,57,116,19,63,0,"06","081","612100","3"
"Block Group 4, Census Tract 6121, San Mateo County, California",231,884,421,0,231,0,17,0,9,0,41,0,28,0,56,52,0,28,0,0,0,0,40,41,0,0,0,43,33,30,36,19,0,43,34,15,0,0,0,0,0,0,0,0,55,79,43,33,47,"06","081","612100","4"
"Block Group 5, Census Tract 6121, San Mateo County, California",875,2625,1488,0,875,42,0,0,48,28,118,71,124,0,67,90,203,44,0,40,0,133,30,54,0,133,22,45,21,248,48,108,117,29,61,34,0,31,0,12,0,0,0,0,239,100,191,42,20,"06","081","612100","5"
"Block Group 2, Census Tract 6121, San Mateo County, California",746,2614,1330,0,746,14,63,79,84,82,6,42,68,56,117,18,45,18,15,28,11,175,180,114,97,0,94,30,104,163,54,87,87,73,94,0,0,0,1,0,0,17,14,0,51,194,36,21,19,"06","081","612100","2"
"Block Group 1, Census Tract 6121, San Mateo County, California",335,864,404,0,335,8,0,12,0,3,0,0,0,0,42,16,18,0,60,39,137,38,71,32,13,0,0,0,0,27,104,0,43,45,17,23,2,19,0,0,37,10,6,0,26,24,28,5,0,"06","081","612100","1"
"Block Group 1, Census Tract 6006, San Mateo County, California",626,1969,994,0,626,0,48,0,68,11,77,39,27,11,0,55,47,106,7,52,78,43,48,28,13,0,25,0,32,59,65,144,68,41,64,123,0,10,41,40,16,19,66,0,82,55,53,11,11,"06","081","600600","1"
"Block Group 2, Census Tract 6006, San Mateo County, California",887,3671,2131,0,887,8,23,21,21,47,9,0,80,20,33,124,78,183,67,87,86,99,66,120,42,31,27,47,54,228,177,79,50,154,100,88,9,46,63,7,18,20,46,30,34,25,127,19,116,"06","081","600600","2"
