ZONE,SD,COUNTY,telecommuteConstant,CALIB_ITER
1358,30,8,0,1
1359,30,8,0,1
1360,30,8,0,1
1361,30,8,0,1
1362,30,8,0,1
1363,30,8,0,1
1364,30,8,0,1
1365,30,8,0,1
1366,30,8,0,1
1367,30,8,0,1
1368,30,8,0,1
1369,30,8,0,1
1370,30,8,0,1
1371,30,8,0,1
1372,30,8,0,1
1373,30,8,0,1
1374,30,8,0,1
1375,30,8,0,1
1376,30,8,0,1
1377,30,8,0,1
1378,30,8,0,1
1379,30,8,0,1
1380,30,8,0,1
1381,30,8,0,1
1382,30,8,0,1
1383,30,8,0,1
1384,30,8,0,1
1385,30,8,0,1
1386,30,8,0,1
1387,30,8,0,1
1388,30,8,0,1
1389,31,8,0,1
1390,31,8,0,1
1391,31,8,0,1
1392,31,8,0,1
1393,31,8,0,1
1394,31,8,0,1
1395,31,8,0,1
1396,31,8,0,1
1397,31,8,0,1
1398,31,8,0,1
1399,31,8,0,1
1400,31,8,0,1
1401,31,8,0,1
1402,31,8,0,1
1403,31,8,0,1
1404,32,9,0,1
1405,32,9,0,1
1406,32,9,0,1
1407,32,9,0,1
1408,32,9,0,1
1409,32,9,0,1
1410,32,9,0,1
1411,32,9,0,1
1412,32,9,0,1
1413,32,9,0,1
1414,32,9,0,1
1415,33,9,0,1
1416,33,9,0,1
1417,33,9,0,1
1418,33,9,0,1
1419,33,9,0,1
1420,33,9,0,1
1421,33,9,0,1
1422,33,9,0,1
1423,33,9,0,1
1424,33,9,0,1
1425,33,9,0,1
1426,33,9,0,1
1427,33,9,0,1
1428,33,9,0,1
1429,33,9,0,1
1430,33,9,0,1
1431,33,9,0,1
1432,33,9,0,1
1433,33,9,0,1
1434,33,9,0,1
1435,33,9,0,1
1436,34,9,0,1
1437,34,9,0,1
1438,34,9,0,1
1439,34,9,0,1
1440,34,9,0,1
1441,34,9,0,1
1442,34,9,0,1
1443,34,9,0,1
1444,34,9,0,1
1445,34,9,0,1
1446,34,9,0,1
1447,34,9,0,1
1448,34,9,0,1
1449,34,9,0,1
1450,34,9,0,1
1451,34,9,0,1
1452,34,9,0,1
1453,34,9,0,1
1454,34,9,0,1
