"source","estimate","dimension_01_name","dimension_01_value","dimension_02_name","dimension_02_value","estimate_name","estimate_value"
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","2","Share of Tours",0.340581819393208
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","3","Share of Tours",0.344031772793
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","4","Share of Tours",0.181350362988462
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","5","Share of Tours",0.0396424833374969
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","6","Share of Tours",0.00260686806123508
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","7","Share of Tours",0.00432211497207911
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","8","Share of Tours",0.00800545430896492
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","9","Share of Tours",0.00257420231249574
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","10","Share of Tours",0.0035936398811474
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","11","Share of Tours",0.00878495554774706
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","12","Share of Tours",0.00616187124901121
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","1","Share of Tours",0.100496032449361
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","2","Share of Tours",0.212513645265481
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","3","Share of Tours",0.193625546152138
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","4","Share of Tours",0.110400314336598
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","5","Share of Tours",0.0911596963265441
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","6","Share of Tours",0.0453474048352933
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","7","Share of Tours",0.0539335830170542
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","8","Share of Tours",0.0367896170793244
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","9","Share of Tours",0.0215437030277444
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","10","Share of Tours",0.0403561123933288
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","11","Share of Tours",0.0428079239058657
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","12","Share of Tours",0.00644211542816426
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","13","Share of Tours",0.0392520567054485
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","14","Share of Tours",0.00211186155781266
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","15","Share of Tours",0.00162641709489849
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","16","Share of Tours",0.000482215519398003
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","17","Share of Tours",0.00111175490554501
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","1","Share of Tours",0.0933081048620426
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","2","Share of Tours",0.245618587418833
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","3","Share of Tours",0.211119793297346
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","4","Share of Tours",0.109640023999977
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","5","Share of Tours",0.0948255759160838
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","6","Share of Tours",0.0538072883626003
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","7","Share of Tours",0.0532306797509551
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","8","Share of Tours",0.0451010577827289
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","9","Share of Tours",0.0384453548527624
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","10","Share of Tours",0.0175627960908894
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","11","Share of Tours",0.0129041694800206
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","12","Share of Tours",0.00527303928477041
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","13","Share of Tours",0.00789073500884981
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","14","Share of Tours",0.00418905626172397
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","15","Share of Tours",0.00567422042282795
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","17","Share of Tours",0.00140951720758849
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","1","Share of Tours",0.126887856059029
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","2","Share of Tours",0.333592004396895
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","3","Share of Tours",0.185147035437803
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","4","Share of Tours",0.170188001107905
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","5","Share of Tours",0.0588087130170734
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","6","Share of Tours",0.0610829126845803
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","7","Share of Tours",0.0191471941032991
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","8","Share of Tours",0.0152243215816785
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","9","Share of Tours",0.0153050657635505
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","10","Share of Tours",0.00139409163093177
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","11","Share of Tours",0.00563469772544136
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","12","Share of Tours",0.000621141545417713
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","13","Share of Tours",0.00294037411395297
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","15","Share of Tours",0.00306224864684563
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","16","Share of Tours",0.000510089428244391
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","17","Share of Tours",0.000454252757352709
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","1","Share of Tours",0.0785956993975031
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","2","Share of Tours",0.260263083988041
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","3","Share of Tours",0.247343523608137
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","4","Share of Tours",0.141232576362069
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","5","Share of Tours",0.0512242910854265
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","6","Share of Tours",0.0160297002573781
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","7","Share of Tours",0.0364477909941528
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","8","Share of Tours",0.0102035135996984
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","9","Share of Tours",0.0223408887294815
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","10","Share of Tours",0.0406622942083148
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","11","Share of Tours",0.0947912362089255
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","12","Share of Tours",0.000865401560872985
"CHTS","Share of Discretionary tours by person type and duration","Person Type","University student","Duration in Hours","1","Share of Tours",0.0187046395883873
"CHTS","Share of Discretionary tours by person type and duration","Person Type","University student","Duration in Hours","2","Share of Tours",0.189255275442388
"CHTS","Share of Discretionary tours by person type and duration","Person Type","University student","Duration in Hours","3","Share of Tours",0.296427324233876
"CHTS","Share of Discretionary tours by person type and duration","Person Type","University student","Duration in Hours","4","Share of Tours",0.226953013975334
"CHTS","Share of Discretionary tours by person type and duration","Person Type","University student","Duration in Hours","5","Share of Tours",0.0426286418903339
"CHTS","Share of Discretionary tours by person type and duration","Person Type","University student","Duration in Hours","6","Share of Tours",0.135812269762761
"CHTS","Share of Discretionary tours by person type and duration","Person Type","University student","Duration in Hours","7","Share of Tours",0.00474511399894751
"CHTS","Share of Discretionary tours by person type and duration","Person Type","University student","Duration in Hours","8","Share of Tours",0.0214467877962315
"CHTS","Share of Discretionary tours by person type and duration","Person Type","University student","Duration in Hours","9","Share of Tours",0.027679494031693
"CHTS","Share of Discretionary tours by person type and duration","Person Type","University student","Duration in Hours","10","Share of Tours",0.0292429287368594
"CHTS","Share of Discretionary tours by person type and duration","Person Type","University student","Duration in Hours","13","Share of Tours",0.0071045105431879
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Driving age student","Duration in Hours","1","Share of Tours",0.221623177225714
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Driving age student","Duration in Hours","2","Share of Tours",0.514190642913664
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Driving age student","Duration in Hours","3","Share of Tours",0.1495310539213
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Driving age student","Duration in Hours","4","Share of Tours",0.0666110263011145
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Driving age student","Duration in Hours","12","Share of Tours",0.0480440996382074
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Full-time worker","Duration in Hours","1","Share of Tours",0.257590839149941
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Full-time worker","Duration in Hours","2","Share of Tours",0.425953710995672
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Full-time worker","Duration in Hours","3","Share of Tours",0.183983048789244
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Full-time worker","Duration in Hours","4","Share of Tours",0.071988304269645
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Full-time worker","Duration in Hours","5","Share of Tours",0.0386039862857636
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Full-time worker","Duration in Hours","6","Share of Tours",0.00861101672783098
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Full-time worker","Duration in Hours","7","Share of Tours",0.00181863908435482
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Full-time worker","Duration in Hours","8","Share of Tours",0.0090017762472103
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Full-time worker","Duration in Hours","11","Share of Tours",0.00059837012615362
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Full-time worker","Duration in Hours","17","Share of Tours",0.00185030832418388
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-driving student","Duration in Hours","1","Share of Tours",0.331714889367959
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-driving student","Duration in Hours","2","Share of Tours",0.496278026253959
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-driving student","Duration in Hours","3","Share of Tours",0.165934812297123
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-driving student","Duration in Hours","4","Share of Tours",0.00607227208095898
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working adult","Duration in Hours","1","Share of Tours",0.166300836429682
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working adult","Duration in Hours","2","Share of Tours",0.455599741843697
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working adult","Duration in Hours","3","Share of Tours",0.124262466528552
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working adult","Duration in Hours","4","Share of Tours",0.10046051156539
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working adult","Duration in Hours","5","Share of Tours",0.0713816091316869
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working adult","Duration in Hours","6","Share of Tours",0.035986954116432
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working adult","Duration in Hours","7","Share of Tours",0.00341948286434791
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working adult","Duration in Hours","8","Share of Tours",0.0061953782870506
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working adult","Duration in Hours","9","Share of Tours",0.00333336743344554
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working adult","Duration in Hours","10","Share of Tours",0.0312764532396802
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working adult","Duration in Hours","11","Share of Tours",0.00178319856003626
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working senior","Duration in Hours","1","Share of Tours",0.179025555497012
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working senior","Duration in Hours","2","Share of Tours",0.289098885537686
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working senior","Duration in Hours","3","Share of Tours",0.232958028782784
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working senior","Duration in Hours","4","Share of Tours",0.110208540397091
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working senior","Duration in Hours","5","Share of Tours",0.11421654044661
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working senior","Duration in Hours","6","Share of Tours",0.0233233701161248
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working senior","Duration in Hours","7","Share of Tours",0.00569262187699642
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working senior","Duration in Hours","9","Share of Tours",0.0246508854365574
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working senior","Duration in Hours","10","Share of Tours",0.00442690662194449
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Non-working senior","Duration in Hours","11","Share of Tours",0.0163986652871934
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Part-time worker","Duration in Hours","1","Share of Tours",0.128749636397647
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Part-time worker","Duration in Hours","2","Share of Tours",0.2887927677393
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Part-time worker","Duration in Hours","3","Share of Tours",0.218456057984217
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Part-time worker","Duration in Hours","4","Share of Tours",0.11358958135528
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Part-time worker","Duration in Hours","5","Share of Tours",0.0306753907328576
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Part-time worker","Duration in Hours","6","Share of Tours",0.193704920041656
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Part-time worker","Duration in Hours","8","Share of Tours",0.0147491420125673
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Part-time worker","Duration in Hours","9","Share of Tours",0.00316360781071179
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Part-time worker","Duration in Hours","10","Share of Tours",0.00811889592576225
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Pre-school","Duration in Hours","1","Share of Tours",0.42428667684818
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Pre-school","Duration in Hours","2","Share of Tours",0.233837407572022
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Pre-school","Duration in Hours","3","Share of Tours",0.316194223473057
"CHTS","Share of Eat Out tours by person type and duration","Person Type","Pre-school","Duration in Hours","4","Share of Tours",0.0256816921067406
"CHTS","Share of Eat Out tours by person type and duration","Person Type","University student","Duration in Hours","1","Share of Tours",0.243952178125575
"CHTS","Share of Eat Out tours by person type and duration","Person Type","University student","Duration in Hours","2","Share of Tours",0.334719934254646
"CHTS","Share of Eat Out tours by person type and duration","Person Type","University student","Duration in Hours","3","Share of Tours",0.102448122055485
"CHTS","Share of Eat Out tours by person type and duration","Person Type","University student","Duration in Hours","4","Share of Tours",0.162110760207757
"CHTS","Share of Eat Out tours by person type and duration","Person Type","University student","Duration in Hours","5","Share of Tours",0.0386205131626897
"CHTS","Share of Eat Out tours by person type and duration","Person Type","University student","Duration in Hours","6","Share of Tours",0.0691533137364644
"CHTS","Share of Eat Out tours by person type and duration","Person Type","University student","Duration in Hours","7","Share of Tours",0.00451480707828666
"CHTS","Share of Eat Out tours by person type and duration","Person Type","University student","Duration in Hours","8","Share of Tours",0.00552824821811448
"CHTS","Share of Eat Out tours by person type and duration","Person Type","University student","Duration in Hours","9","Share of Tours",0.0294222871095879
"CHTS","Share of Eat Out tours by person type and duration","Person Type","University student","Duration in Hours","13","Share of Tours",0.00952983605139422
"CHTS","Share of Escorting tours by person type and duration","Person Type","Driving age student","Duration in Hours","1","Share of Tours",0.427511379749254
"CHTS","Share of Escorting tours by person type and duration","Person Type","Driving age student","Duration in Hours","2","Share of Tours",0.217048774103733
"CHTS","Share of Escorting tours by person type and duration","Person Type","Driving age student","Duration in Hours","11","Share of Tours",0.178443363441363
"CHTS","Share of Escorting tours by person type and duration","Person Type","Driving age student","Duration in Hours","14","Share of Tours",0.176996482705649
"CHTS","Share of Escorting tours by person type and duration","Person Type","Full-time worker","Duration in Hours","1","Share of Tours",0.704649350563771
"CHTS","Share of Escorting tours by person type and duration","Person Type","Full-time worker","Duration in Hours","2","Share of Tours",0.195571575117201
"CHTS","Share of Escorting tours by person type and duration","Person Type","Full-time worker","Duration in Hours","3","Share of Tours",0.0563612493025287
"CHTS","Share of Escorting tours by person type and duration","Person Type","Full-time worker","Duration in Hours","4","Share of Tours",0.0182650553088933
"CHTS","Share of Escorting tours by person type and duration","Person Type","Full-time worker","Duration in Hours","5","Share of Tours",0.0115690398454472
"CHTS","Share of Escorting tours by person type and duration","Person Type","Full-time worker","Duration in Hours","6","Share of Tours",0.00146324350386795
"CHTS","Share of Escorting tours by person type and duration","Person Type","Full-time worker","Duration in Hours","7","Share of Tours",0.00709265711836163
"CHTS","Share of Escorting tours by person type and duration","Person Type","Full-time worker","Duration in Hours","8","Share of Tours",0.00276945503451591
"CHTS","Share of Escorting tours by person type and duration","Person Type","Full-time worker","Duration in Hours","9","Share of Tours",0.00109674474204226
"CHTS","Share of Escorting tours by person type and duration","Person Type","Full-time worker","Duration in Hours","10","Share of Tours",0.000322067675779264
"CHTS","Share of Escorting tours by person type and duration","Person Type","Full-time worker","Duration in Hours","12","Share of Tours",0.000839561787591782
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-driving student","Duration in Hours","1","Share of Tours",0.581123838875199
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-driving student","Duration in Hours","2","Share of Tours",0.206235089771848
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-driving student","Duration in Hours","3","Share of Tours",0.0214185490839197
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-driving student","Duration in Hours","4","Share of Tours",0.0344749374274611
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-driving student","Duration in Hours","5","Share of Tours",0.0249729132158506
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-driving student","Duration in Hours","7","Share of Tours",0.0608858303460406
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-driving student","Duration in Hours","8","Share of Tours",0.0289336656997719
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-driving student","Duration in Hours","11","Share of Tours",0.032027976423795
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-driving student","Duration in Hours","12","Share of Tours",0.00520923900968306
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-driving student","Duration in Hours","14","Share of Tours",0.00471796014643096
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working adult","Duration in Hours","1","Share of Tours",0.634436380846639
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working adult","Duration in Hours","2","Share of Tours",0.25417930907603
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working adult","Duration in Hours","3","Share of Tours",0.0515550694148898
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working adult","Duration in Hours","4","Share of Tours",0.0238651800789699
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working adult","Duration in Hours","5","Share of Tours",0.00978609701207835
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working adult","Duration in Hours","6","Share of Tours",0.00245815693665331
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working adult","Duration in Hours","7","Share of Tours",0.00806243506427371
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working adult","Duration in Hours","8","Share of Tours",0.00164253612866173
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working adult","Duration in Hours","10","Share of Tours",0.00179801750701101
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working adult","Duration in Hours","11","Share of Tours",0.00145098990082373
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working adult","Duration in Hours","12","Share of Tours",0.000186784389191272
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working adult","Duration in Hours","15","Share of Tours",0.0105790436447777
"CHTS","Share of Escorting tours by person type and duration","Person Type","Non-working senior","Duration in Hours","1","Share of Tours",0.629699043054349
