TAZ1454,OPRKCST,PRKCST
1260,0.0,0.0
1258,0.0,0.0
1257,0.0,0.0
1251,0.0,0.0
1261,0.0,0.0
1255,0.0,0.0
1254,0.0,0.0
1253,0.0,0.0
1256,0.0,0.0
1252,0.0,0.0
1280,0.0,0.0
1286,0.0,0.0
1279,0.0,0.0
1271,0.0,0.0
1276,0.0,0.0
1278,0.0,0.0
1277,0.0,0.0
1272,0.0,0.0
1284,0.0,0.0
1281,0.0,0.0
1275,0.0,0.0
1274,0.0,0.0
1273,0.0,0.0
1285,0.0,0.0
1282,0.0,0.0
1283,0.0,0.0
1287,0.0,0.0
1288,0.0,0.0
1289,0.0,0.0
1290,0.0,0.0
1324,0.0,0.0
1323,0.0,0.0
1320,0.0,0.0
1319,0.0,0.0
1322,0.0,0.0
1321,0.0,0.0
1318,0.0,0.0
1333,0.0,0.0
1334,0.0,0.0
1335,0.0,0.0
1336,0.0,0.0
1325,0.0,0.0
1332,0.0,0.0
1326,0.0,0.0
1327,0.0,0.0
1331,0.0,0.0
1330,0.0,0.0
1329,0.0,0.0
1328,0.0,0.0
1337,0.0,0.0
1339,0.0,0.0
1338,0.0,0.0
1343,0.0,0.0
1344,0.0,0.0
1345,0.0,0.0
1347,0.0,0.0
1346,0.0,0.0
1341,0.0,0.0
1342,0.0,0.0
1340,0.0,0.0
1349,0.0,0.0
1348,0.0,0.0
1350,0.0,0.0
1352,0.0,0.0
1351,0.0,0.0
1353,0.0,0.0
1358,0.0,0.0
1359,0.0,0.0
1360,0.0,0.0
1361,0.0,0.0
1363,0.0,0.0
1364,0.0,0.0
1356,0.0,0.0
1362,0.0,0.0
1365,0.0,0.0
1366,0.0,0.0
1357,0.0,0.0
1355,0.0,0.0
1354,0.0,0.0
1367,0.0,0.0
1368,0.0,0.0
1369,0.0,0.0
1373,0.0,0.0
1370,0.0,0.0
1372,0.0,0.0
1371,0.0,0.0
1374,0.0,0.0
1376,0.0,0.0
1377,0.0,0.0
1382,0.0,0.0
1375,0.0,0.0
1378,0.0,0.0
1379,0.0,0.0
1380,0.0,0.0
1381,0.0,0.0
1384,0.0,0.0
1386,0.0,0.0
1385,0.0,0.0
1387,0.0,0.0
1388,0.0,0.0
1383,0.0,0.0
1390,0.0,0.0
1391,0.0,0.0
1393,0.0,0.0
1392,0.0,0.0
1394,0.0,0.0
1396,0.0,0.0
1395,0.0,0.0
1397,0.0,0.0
1399,0.0,0.0
1398,0.0,0.0
1400,0.0,0.0
1401,0.0,0.0
1402,0.0,0.0
1403,0.0,0.0
1389,0.0,0.0
1,222.10093796561887,193.27867884030954
2,222.10093796561887,201.75581387716522
3,203.45124088453636,133.93873358231977
4,222.10093796561887,179.15012044555007
5,222.10093796561887,133.93873358231977
10,139.59015694022358,120.94045985914107
11,169.54270073711365,128.287310224416
12,222.10093796561887,115.28903650123728
13,222.10093796561887,238.49006570353984
14,222.10093796561887,209.66780657823054
15,214.18894526455355,235.66435402458794
16,163.32613504341947,161.06556570025796
17,129.9827372317871,153.71871533498305
18,114.72389416544688,131.11302190336787
19,135.06901825390054,93.81362774120288
20,139.59015694022358,115.85417883702765
21,152.02328832761188,110.20275547912387
22,198.93010219821332,124.89645620967372
23,176.3244087665982,141.85072628338506
108,126.02674088125447,128.287310224416
109,142.98101095496583,0.0
110,136.76444526127167,148.6324343128696
215,0.0,0.0
216,0.0,0.0
347,0.0,0.0
348,0.0,0.0
349,0.0,0.0
350,0.0,0.0
351,0.0,0.0
395,0.0,0.0
396,0.0,0.0
397,0.0,0.0
398,0.0,0.0
399,0.0,0.0
400,0.0,0.0
403,0.0,0.0
404,0.0,0.0
405,0.0,0.0
406,0.0,0.0
407,0.0,0.0
408,0.0,79.11992701065303
409,0.0,98.3347664275259
410,0.0,0.0
411,0.0,0.0
412,0.0,0.0
415,0.0,0.0
416,0.0,0.0
417,0.0,0.0
418,0.0,0.0
419,0.0,0.0
426,0.0,0.0
427,0.0,0.0
428,0.0,0.0
429,0.0,0.0
430,0.0,0.0
431,0.0,0.0
432,0.0,0.0
433,0.0,0.0
434,0.0,0.0
435,0.0,98.3347664275259
538,20.345124088453634,39.559963505326515
539,0.0,23.170835767405528
602,0.0,0.0
603,0.0,0.0
604,0.0,0.0
607,0.0,0.0
608,0.0,0.0
750,0.0,0.0
751,0.0,0.0
752,0.0,0.0
769,0.0,0.0
874,0.0,0.0
875,0.0,0.0
1135,0.0,0.0
1136,0.0,0.0
1145,0.0,88.1622043832991
1146,0.0,54.81880657166674
1201,0.0,0.0
1202,0.0,0.0
