MAZ,add_univ_0005,add_mil_0005,add_othnon_0005,add_univ_0510,add_mil_0510,add_othnon_0510,add_univ_1015,add_mil_1015,add_othnon_1015,notes
10486,0,0,0,0,0,0,0,0,0,
10487,0,0,0,0,0,0,0,0,0,
10488,0,0,0,0,0,0,0,0,0,
10489,0,0,0,0,0,0,0,0,0,
10490,0,0,0,0,0,0,0,0,0,
10493,0,0,0,0,0,0,0,0,0,
10494,0,0,0,0,0,0,0,0,0,
10496,0,0,0,0,0,0,0,0,0,
10498,0,0,0,0,0,0,0,0,0,
10499,0,0,0,0,0,0,0,0,0,
10501,0,0,0,0,0,0,0,0,0,
10503,0,0,0,0,0,0,0,0,0,
10504,0,0,0,0,0,0,0,0,0,
10507,0,0,0,0,0,0,0,0,0,
10508,0,0,0,0,0,0,0,0,0,
10509,0,0,0,0,0,0,0,0,0,
10512,0,0,0,0,0,0,0,0,0,
10514,0,0,0,0,0,0,0,0,0,
10515,0,0,0,0,0,0,0,0,0,
10517,0,0,0,0,0,0,0,0,0,
10518,0,0,0,0,0,0,0,0,0,
10519,0,0,0,0,0,0,0,0,0,
10520,0,0,0,0,0,0,0,0,0,
10523,0,0,0,0,0,0,0,0,0,
10524,0,0,0,0,0,0,0,0,0,
10525,0,0,0,0,0,0,0,0,0,
10526,0,0,0,0,0,0,0,0,0,
10527,0,0,0,0,0,0,0,0,0,
10528,0,0,0,0,0,0,0,0,0,
10529,0,0,0,0,0,0,0,0,0,
10530,0,0,0,0,0,0,0,0,0,
10532,0,0,0,0,0,0,0,0,0,
10535,0,0,0,0,0,0,0,0,0,
10536,0,0,0,0,0,0,0,0,0,
10538,0,0,0,0,0,0,0,0,0,
10539,0,0,0,0,0,0,0,0,0,
10540,0,0,0,0,0,0,0,0,0,
10541,0,0,0,0,0,0,0,0,0,
10542,0,0,0,0,0,0,0,0,0,
10543,0,0,0,0,0,0,0,0,0,
10544,0,0,0,0,0,0,0,0,0,
10546,0,0,0,0,0,0,0,0,0,
10547,0,0,0,0,0,0,0,0,0,
10549,0,0,0,0,0,0,0,0,0,
10551,0,0,0,0,0,0,0,0,0,
10552,0,0,0,0,0,0,0,0,0,
10553,0,0,0,0,0,0,0,0,0,
10554,0,0,0,0,0,0,0,0,0,
10555,0,0,0,0,0,0,0,0,0,
10564,0,0,0,0,0,0,0,0,0,
10566,0,0,0,0,0,0,0,0,0,
10567,0,0,0,0,0,0,0,0,0,
10572,0,0,0,0,0,0,0,0,0,
10573,0,0,0,0,0,0,0,0,0,
10575,0,0,0,0,0,0,0,0,0,
10576,0,0,0,0,0,0,0,0,0,
10581,0,0,0,0,0,0,0,0,0,
10582,0,0,0,0,0,0,0,0,0,
10585,0,0,0,0,0,0,0,0,0,
10586,0,0,0,0,0,0,0,0,0,
10587,0,0,0,0,0,0,0,0,0,
10590,0,0,0,0,0,0,0,0,0,
10593,0,0,0,0,0,0,0,0,0,
10594,0,0,0,0,0,0,0,0,0,
10595,0,0,0,0,0,0,0,0,0,
10596,0,0,0,0,0,0,0,0,0,
10597,0,0,0,0,0,0,0,0,0,
10598,0,0,0,0,0,0,0,0,0,
10600,0,0,0,0,0,0,0,0,0,
10601,0,0,0,0,0,0,0,0,0,
10602,0,0,0,0,0,0,0,0,0,
10604,0,0,0,0,0,0,0,0,0,
10605,0,0,0,0,0,0,0,0,0,
10606,0,0,0,0,0,0,0,0,0,
10607,0,0,0,0,0,0,0,0,0,
10608,0,0,0,0,0,0,0,0,0,
10609,0,0,0,0,0,0,0,0,0,
10610,0,0,0,0,0,0,0,0,0,
10611,0,0,0,0,0,0,0,0,0,
10612,0,0,0,0,0,0,0,0,0,
10613,0,0,0,0,0,0,0,0,0,
10614,0,0,0,0,0,0,0,0,0,
10627,0,0,0,0,0,0,0,0,0,
10628,0,0,0,0,0,0,0,0,0,
10632,0,0,0,0,0,0,0,0,0,
10635,0,0,0,0,0,0,0,0,0,
10637,0,0,0,0,0,0,0,0,0,
10642,0,0,0,0,0,0,0,0,0,
10646,0,0,0,0,0,0,0,0,0,
10649,0,0,0,0,0,0,0,0,0,
10650,0,0,0,0,0,0,0,0,0,
10654,0,0,0,0,0,0,0,0,0,
10655,0,0,0,0,0,0,0,0,0,
10658,0,0,0,0,0,0,0,0,0,
10659,0,0,0,0,0,0,0,0,0,
10660,0,0,0,0,0,0,0,0,0,
10665,0,0,0,0,0,0,0,0,0,
10666,0,0,0,0,0,0,0,0,0,
10667,0,0,0,0,0,0,0,0,0,
10668,0,0,0,0,0,0,0,0,0,
10669,0,0,0,0,0,0,0,0,0,
10670,0,0,0,0,0,0,0,0,0,
10671,0,0,0,0,0,0,0,0,0,
10675,0,0,0,0,0,0,0,0,0,
10677,0,0,0,0,0,0,0,0,0,
10680,0,0,0,0,0,0,0,0,0,
10681,0,0,0,0,0,0,0,0,0,
10683,0,0,0,0,0,0,0,0,0,
10684,0,0,0,0,0,0,0,0,0,
10685,0,0,0,0,0,0,0,0,0,
10686,0,0,0,0,0,0,0,0,0,
10693,0,0,0,0,0,0,0,0,0,
10695,0,0,0,0,0,0,0,0,0,
10696,0,0,0,0,0,0,0,0,0,
10697,0,0,0,0,0,0,0,0,0,
10698,0,0,0,0,0,0,0,0,0,
10699,0,0,0,0,0,0,0,0,0,
10700,0,0,0,0,0,0,0,0,0,
10701,0,0,0,0,0,0,0,0,0,
10702,0,0,0,0,0,0,0,0,0,
10703,0,0,0,0,0,0,0,0,0,
10704,0,0,0,0,0,0,0,0,0,
10705,0,0,0,0,0,0,0,0,0,
10706,0,0,0,0,0,0,0,0,0,
10707,0,0,0,0,0,0,0,0,0,
10708,0,0,0,0,0,0,0,0,0,
10711,0,0,0,0,0,0,0,0,0,
10713,0,0,0,0,0,0,0,0,0,
10714,0,0,0,0,0,0,0,0,0,
10716,0,0,0,0,0,0,0,0,0,
10717,0,0,0,0,0,0,0,0,0,
10718,0,0,0,0,0,0,0,0,0,
10720,0,0,0,0,0,0,0,0,0,
10721,0,0,0,0,0,0,0,0,0,
10722,0,0,0,0,0,0,0,0,0,
10724,0,0,0,0,0,0,0,0,0,
10725,0,0,0,0,0,0,0,0,0,
10726,0,0,0,0,0,0,0,0,0,
10727,0,0,0,0,0,0,0,0,0,
10728,0,0,0,0,0,0,0,0,0,
10731,0,0,0,0,0,0,0,0,0,
10734,0,0,0,0,0,0,0,0,0,
10735,0,0,0,0,0,0,0,0,0,
10736,0,0,0,0,0,0,0,0,0,
10743,0,0,0,0,0,0,0,0,0,
10744,0,0,0,0,0,0,0,0,0,
10745,0,0,0,0,0,0,0,0,0,
10750,0,0,0,0,0,0,0,0,0,
10751,0,0,0,0,0,0,0,0,0,
10753,0,0,0,0,0,0,0,0,0,
10754,0,0,0,0,0,0,0,0,0,
10756,0,0,0,0,0,0,0,0,0,
10760,0,0,0,0,0,0,0,0,0,
10761,0,0,0,0,0,0,0,0,0,
10762,0,0,0,0,0,0,0,0,0,
10763,0,0,0,0,0,0,0,0,0,
10764,0,0,0,0,0,0,0,0,0,
10765,0,0,0,0,0,0,0,0,0,
10766,0,0,0,0,0,0,0,0,0,
10767,0,0,0,0,0,0,0,0,0,
10768,0,0,0,0,0,0,0,0,0,
10769,0,0,0,0,0,0,0,0,0,
10770,0,0,0,0,0,0,0,0,0,
10771,0,0,0,0,0,0,0,0,0,
10772,0,0,0,0,0,0,0,0,0,
10773,0,0,0,0,0,0,0,0,0,
10774,0,0,0,0,0,0,0,0,0,
10775,0,0,0,0,0,0,0,0,0,
10776,0,0,0,0,0,0,0,0,0,
10780,0,0,0,0,0,0,0,0,0,
10782,0,0,0,0,0,0,0,0,0,
10783,0,0,0,0,0,0,0,0,0,
10786,0,0,0,0,0,0,0,0,0,
10787,0,0,0,0,0,0,0,0,0,
10790,0,0,0,0,0,0,0,0,0,
10791,0,0,0,0,0,0,0,0,0,
10793,0,0,0,0,0,0,0,0,0,
10795,0,0,0,0,0,0,0,0,0,
10798,0,0,0,0,0,0,0,0,0,
10801,0,0,0,0,0,0,0,0,0,
10803,0,0,0,0,0,0,0,0,0,
10805,0,0,0,0,0,0,0,0,0,
10806,0,0,0,0,0,0,0,0,0,
10809,0,0,0,0,0,0,0,0,0,
10810,0,0,0,0,0,0,0,0,0,
10811,0,0,0,0,0,0,0,0,0,
10812,0,0,0,0,0,0,0,0,0,
10813,0,0,0,0,0,0,0,0,0,
10814,0,0,0,0,0,0,0,0,0,
10817,0,0,0,0,0,0,0,0,0,
10818,0,0,0,0,0,0,0,0,0,
10819,0,0,0,0,0,0,0,0,0,
10822,0,0,0,0,0,0,0,0,0,
10823,0,0,0,0,0,0,0,0,0,
10834,0,0,0,0,0,0,0,0,0,
10835,0,0,0,0,0,0,0,0,0,
10837,0,0,0,0,0,0,0,0,0,
10838,0,0,0,0,0,0,0,0,0,
10839,0,0,0,0,0,0,0,0,0,
10840,0,0,0,0,0,0,0,0,0,
10843,0,0,0,0,0,0,0,0,0,
10847,0,0,0,0,0,0,0,0,0,
10848,0,0,0,0,0,0,0,0,0,
10849,0,0,0,0,0,0,0,0,0,
10850,0,0,0,0,0,0,0,0,0,
10851,0,0,0,0,0,0,0,0,0,
10852,0,0,0,0,0,0,0,0,0,
10853,0,0,0,0,0,0,0,0,0,
10854,0,0,0,0,0,0,0,0,0,
10856,0,0,0,0,0,0,0,0,0,
10857,0,0,0,0,0,0,0,0,0,
10858,0,0,0,0,0,0,0,0,0,
10859,0,0,0,0,0,0,0,0,0,
10860,0,0,0,0,0,0,0,0,0,
10861,0,0,0,0,0,0,0,0,0,
10863,0,0,0,0,0,0,0,0,0,
10864,0,0,0,0,0,0,0,0,0,
10865,0,0,0,0,0,0,0,0,0,
10866,0,0,0,0,0,0,0,0,0,
10867,0,0,0,0,0,0,0,0,0,
10868,0,0,0,0,0,0,0,0,0,
10871,0,0,0,0,0,0,0,0,0,
10873,0,0,0,0,0,0,0,0,0,
10874,0,0,0,0,0,0,0,0,0,
10876,0,0,0,0,0,0,0,0,0,
10877,0,0,0,0,0,0,0,0,0,
10878,0,0,0,0,0,0,0,0,0,
10879,0,0,0,0,0,0,0,0,0,
10881,0,0,0,0,0,0,0,0,0,
10882,0,0,0,0,0,0,0,0,0,
10883,0,0,0,0,0,0,0,0,0,
10884,0,0,0,0,0,0,0,0,0,
10885,0,0,0,0,0,0,0,0,0,
10886,0,0,0,0,0,0,0,0,0,
10887,0,0,0,0,0,0,0,0,0,
10889,0,0,0,0,0,0,0,0,0,
10890,0,0,0,0,0,0,0,0,0,
10891,0,0,0,0,0,0,0,0,0,
10892,0,0,0,0,0,0,0,0,0,
10893,0,0,0,0,0,0,0,0,0,
10894,0,0,0,0,0,0,0,0,0,
10895,0,0,0,0,0,0,0,0,0,
10896,0,0,0,0,0,0,0,0,0,
10897,0,0,0,0,0,0,0,0,0,
10898,0,0,0,0,0,0,0,0,0,
10899,0,0,0,0,0,0,0,0,0,
10900,0,0,0,0,0,0,0,0,0,
10901,0,0,0,0,0,0,0,0,0,
10902,0,0,0,0,0,0,0,0,0,
10904,0,0,0,0,0,0,0,0,0,
10906,0,0,0,0,0,0,0,0,0,
10907,0,0,0,0,0,0,0,0,0,
10908,0,0,0,0,0,0,0,0,0,
10909,0,0,0,0,0,0,0,0,0,
10910,0,0,0,0,0,0,0,0,0,
10911,0,0,0,0,0,0,0,0,0,
10912,0,0,0,0,0,0,0,0,0,
10913,0,0,0,0,0,0,0,0,0,
10914,0,0,0,0,0,0,0,0,0,
10915,0,0,0,0,0,0,0,0,0,
10916,0,0,0,0,0,0,0,0,0,
10917,0,0,0,0,0,0,0,0,0,
10920,0,0,0,0,0,0,0,0,0,
10922,0,0,0,0,0,0,0,0,0,
10924,0,0,0,0,0,0,0,0,0,
10925,0,0,0,0,0,0,0,0,0,
10927,0,0,0,0,0,0,0,0,0,
10929,0,0,0,0,0,0,0,0,0,
10930,0,0,0,0,0,0,0,0,0,
10933,0,0,0,0,0,0,0,0,0,
10934,0,0,0,0,0,0,0,0,0,
10936,0,0,0,0,0,0,0,0,0,
10937,0,0,0,0,0,0,0,0,0,
10938,0,0,0,0,0,0,0,0,0,
10939,0,0,0,0,0,0,0,0,0,
10940,0,0,0,0,0,0,0,0,0,
10941,0,0,0,0,0,0,0,0,0,
10944,0,0,0,0,0,0,0,0,0,
10947,0,0,0,0,0,0,0,0,0,
10948,0,0,0,0,0,0,0,0,0,
10950,0,0,0,0,0,0,0,0,0,
10951,0,0,0,0,0,0,0,0,0,
10955,0,0,0,0,0,0,0,0,0,
10956,0,0,0,0,0,0,0,0,0,
10957,0,0,0,0,0,0,0,0,0,
10958,0,0,0,0,0,0,0,0,0,
10959,0,0,0,0,0,0,0,0,0,
10961,0,0,0,0,0,0,0,0,0,
10962,0,0,0,0,0,0,0,0,0,
10964,0,0,0,0,0,0,0,0,0,
10965,0,0,0,0,0,0,0,0,0,
10966,0,0,0,0,0,0,0,0,0,
10967,0,0,0,0,0,0,0,0,0,
10970,0,0,0,0,0,0,0,0,0,
10972,0,0,0,0,0,0,0,0,0,
10975,0,0,0,0,0,0,0,0,0,
10976,0,0,0,0,0,0,0,0,0,
10977,0,0,0,0,0,0,0,0,0,
10978,0,0,0,0,0,0,0,0,0,
10982,0,0,0,0,0,0,0,0,0,
10983,0,0,0,0,0,0,0,0,0,
10984,0,0,0,0,0,0,0,0,0,
10985,0,0,0,0,0,0,0,0,0,
10986,0,0,0,0,0,0,0,0,0,
10989,0,0,0,0,0,0,0,0,0,
10990,0,0,0,0,0,0,0,0,0,
10991,0,0,0,0,0,0,0,0,0,
10992,0,0,0,0,0,0,0,0,0,
10993,0,0,0,0,0,0,0,0,0,
10994,0,0,0,0,0,0,0,0,0,
10995,0,0,0,0,0,0,0,0,0,
10996,0,0,0,0,0,0,0,0,0,
10997,0,0,0,0,0,0,0,0,0,
10999,0,0,0,0,0,0,0,0,0,
11001,0,0,0,0,0,0,0,0,0,
11002,0,0,0,0,0,0,0,0,0,
11004,0,0,0,0,0,0,0,0,0,
11005,0,0,0,0,0,0,0,0,0,
11006,0,0,0,0,0,0,0,0,0,
11008,0,0,0,0,0,0,0,0,0,
11011,0,0,0,0,0,0,0,0,0,
11013,0,0,0,0,0,0,0,0,0,
11014,0,0,0,0,0,0,0,0,0,
11015,0,0,0,0,0,0,0,0,0,
11018,0,0,0,0,0,0,0,0,0,
11021,0,0,0,0,0,0,0,0,0,
